title,url,ingredient,quantity,note,kcal,fat,saturates,carbs,sugars,fibre,protein,salt
No title,https://www.bbcgoodfood.com/recipes/chicken-pasta-bake,olive oil,4 tbsp,,575,30,14,41,9,5,33,0.5
No title,https://www.bbcgoodfood.com/recipes/chicken-pasta-bake,onion,1,finely chopped,575,30,14,41,9,5,33,0.5
No title,https://www.bbcgoodfood.com/recipes/chicken-pasta-bake,garlic cloves,2,crushed,575,30,14,41,9,5,33,0.5
No title,https://www.bbcgoodfood.com/recipes/chicken-pasta-bake,chilli flakes,¼ tsp,,575,30,14,41,9,5,33,0.5
No title,https://www.bbcgoodfood.com/recipes/chicken-pasta-bake,tomatoes,2 x 400g cans chopped,,575,30,14,41,9,5,33,0.5
No title,https://www.bbcgoodfood.com/recipes/chicken-pasta-bake,caster sugar,1 tsp,,575,30,14,41,9,5,33,0.5
No title,https://www.bbcgoodfood.com/recipes/chicken-pasta-bake,mascarpone,6 tbsp,,575,30,14,41,9,5,33,0.5
No title,https://www.bbcgoodfood.com/recipes/chicken-pasta-bake,skinless chicken,4,"breasts, sliced into strips",575,30,14,41,9,5,33,0.5
No title,https://www.bbcgoodfood.com/recipes/chicken-pasta-bake,penne,300g,,575,30,14,41,9,5,33,0.5
No title,https://www.bbcgoodfood.com/recipes/chicken-pasta-bake,mature cheddar,70g,grated,575,30,14,41,9,5,33,0.5
No title,https://www.bbcgoodfood.com/recipes/chicken-pasta-bake,grated mozzarella,50g,,575,30,14,41,9,5,33,0.5
No title,https://www.bbcgoodfood.com/recipes/chicken-pasta-bake,parsley,½ small bunch of,finely chopped,575,30,14,41,9,5,33,0.5
No title,https://www.bbcgoodfood.com/recipes/easy-chicken-curry,sunflower oil,2 tbsp,,354,23,4,10,8,3,24,0.6
No title,https://www.bbcgoodfood.com/recipes/easy-chicken-curry,onion,1,thinly sliced,354,23,4,10,8,3,24,0.6
No title,https://www.bbcgoodfood.com/recipes/easy-chicken-curry,garlic cloves,2,crushed,354,23,4,10,8,3,24,0.6
No title,https://www.bbcgoodfood.com/recipes/easy-chicken-curry,ginger,thumb-sized piece of,grated,354,23,4,10,8,3,24,0.6
No title,https://www.bbcgoodfood.com/recipes/easy-chicken-curry,chicken thighs,6,boneless and skinless,354,23,4,10,8,3,24,0.6
No title,https://www.bbcgoodfood.com/recipes/easy-chicken-curry,medium spice paste,3 tbsp,(tikka works well),354,23,4,10,8,3,24,0.6
No title,https://www.bbcgoodfood.com/recipes/easy-chicken-curry,chopped tomatoes,400g can,,354,23,4,10,8,3,24,0.6
No title,https://www.bbcgoodfood.com/recipes/easy-chicken-curry,Greek yogurt,100g,,354,23,4,10,8,3,24,0.6
No title,https://www.bbcgoodfood.com/recipes/easy-chicken-curry,coriander,1 small bunch of,leaves chopped,354,23,4,10,8,3,24,0.6
No title,https://www.bbcgoodfood.com/recipes/easy-chicken-curry,ground almonds,50g,,354,23,4,10,8,3,24,0.6
No title,https://www.bbcgoodfood.com/recipes/easy-chicken-curry,naan breads,,"or cooked basmati rice, to serve",354,23,4,10,8,3,24,0.6
No title,https://www.bbcgoodfood.com/recipes/sausage-ragu,olive oil,3 tbsp,,601,22,7,73,18,7,21,1.04
No title,https://www.bbcgoodfood.com/recipes/sausage-ragu,onion,1,finely chopped,601,22,7,73,18,7,21,1.04
No title,https://www.bbcgoodfood.com/recipes/sausage-ragu,large garlic cloves,2,crushed,601,22,7,73,18,7,21,1.04
No title,https://www.bbcgoodfood.com/recipes/sausage-ragu,chilli flakes,¼ tsp,,601,22,7,73,18,7,21,1.04
No title,https://www.bbcgoodfood.com/recipes/sausage-ragu,rosemary,2,"sprigs, leaves finely chopped",601,22,7,73,18,7,21,1.04
No title,https://www.bbcgoodfood.com/recipes/sausage-ragu,chopped tomatoes,2 x 400g cans,,601,22,7,73,18,7,21,1.04
No title,https://www.bbcgoodfood.com/recipes/sausage-ragu,brown sugar,1 tbsp,,601,22,7,73,18,7,21,1.04
No title,https://www.bbcgoodfood.com/recipes/sausage-ragu,pork sausages,6,,601,22,7,73,18,7,21,1.04
No title,https://www.bbcgoodfood.com/recipes/sausage-ragu,whole milk,150ml,,601,22,7,73,18,7,21,1.04
No title,https://www.bbcgoodfood.com/recipes/sausage-ragu,lemon,1,zested,601,22,7,73,18,7,21,1.04
No title,https://www.bbcgoodfood.com/recipes/sausage-ragu,rigatoni pasta,350g,,601,22,7,73,18,7,21,1.04
No title,https://www.bbcgoodfood.com/recipes/sausage-ragu,grated parmesan,,"and ½ small bunch parsley, leaves roughly chopped, to serve",601,22,7,73,18,7,21,1.04
No title,https://www.bbcgoodfood.com/recipes/creamy-pesto-kale-pasta,rapeseed oil,1 tbsp,,428,13,3,55,6,11,17,0.7
No title,https://www.bbcgoodfood.com/recipes/creamy-pesto-kale-pasta,red onions,2,thinly sliced,428,13,3,55,6,11,17,0.7
No title,https://www.bbcgoodfood.com/recipes/creamy-pesto-kale-pasta,kale,300g,,428,13,3,55,6,11,17,0.7
No title,https://www.bbcgoodfood.com/recipes/creamy-pesto-kale-pasta,wholemeal  pasta,300g,(penne or mafalda work well),428,13,3,55,6,11,17,0.7
No title,https://www.bbcgoodfood.com/recipes/creamy-pesto-kale-pasta,reduced-fat soft cheese,4 tbsp,,428,13,3,55,6,11,17,0.7
No title,https://www.bbcgoodfood.com/recipes/creamy-pesto-kale-pasta,fresh or jar pesto,4 tbsp,or vegetarian alternative,428,13,3,55,6,11,17,0.7
No title,https://www.bbcgoodfood.com/recipes/fish-pie-mac-n-cheese,milk,650ml,,504,22,12,47,8,5,28,1.1
No title,https://www.bbcgoodfood.com/recipes/fish-pie-mac-n-cheese,plain flour,40g,,504,22,12,47,8,5,28,1.1
No title,https://www.bbcgoodfood.com/recipes/fish-pie-mac-n-cheese,butter,40g,,504,22,12,47,8,5,28,1.1
No title,https://www.bbcgoodfood.com/recipes/fish-pie-mac-n-cheese,Dijon mustard,2 tsp,,504,22,12,47,8,5,28,1.1
No title,https://www.bbcgoodfood.com/recipes/fish-pie-mac-n-cheese,mature  cheddar,150g,grated,504,22,12,47,8,5,28,1.1
No title,https://www.bbcgoodfood.com/recipes/fish-pie-mac-n-cheese,frozen peas,180g,,504,22,12,47,8,5,28,1.1
No title,https://www.bbcgoodfood.com/recipes/fish-pie-mac-n-cheese,parsley,handful of,chopped,504,22,12,47,8,5,28,1.1
No title,https://www.bbcgoodfood.com/recipes/fish-pie-mac-n-cheese,macaroni,300g,,504,22,12,47,8,5,28,1.1
No title,https://www.bbcgoodfood.com/recipes/fish-pie-mac-n-cheese,fish pie mix,300g,"(smoked fish, white fish and salmon)",504,22,12,47,8,5,28,1.1
No title,https://www.bbcgoodfood.com/recipes/fish-pie-mac-n-cheese,green salad,,to serve (optional),504,22,12,47,8,5,28,1.1
No title,https://www.bbcgoodfood.com/recipes/speedy-lentil-coconut-curry,onion,1,roughly chopped,282.01,8,4,37,8,9,12,0.3
No title,https://www.bbcgoodfood.com/recipes/speedy-lentil-coconut-curry,garlic cloves,2,roughly chopped,282.01,8,4,37,8,9,12,0.3
No title,https://www.bbcgoodfood.com/recipes/speedy-lentil-coconut-curry,red or green chilli,1,roughly chopped,282.01,8,4,37,8,9,12,0.3
No title,https://www.bbcgoodfood.com/recipes/speedy-lentil-coconut-curry,carrot,1,roughly chopped,282.01,8,4,37,8,9,12,0.3
No title,https://www.bbcgoodfood.com/recipes/speedy-lentil-coconut-curry,ginger,10g piece of,peeled and chopped,282.01,8,4,37,8,9,12,0.3
No title,https://www.bbcgoodfood.com/recipes/speedy-lentil-coconut-curry,vegetable oil,1 tsp,,282.01,8,4,37,8,9,12,0.3
No title,https://www.bbcgoodfood.com/recipes/speedy-lentil-coconut-curry,tikka masala curry paste,1 ½ tbsp,,282.01,8,4,37,8,9,12,0.3
No title,https://www.bbcgoodfood.com/recipes/speedy-lentil-coconut-curry,cooked green lentils,400g can,,282.01,8,4,37,8,9,12,0.3
No title,https://www.bbcgoodfood.com/recipes/speedy-lentil-coconut-curry,light coconut milk,220ml,,282.01,8,4,37,8,9,12,0.3
No title,https://www.bbcgoodfood.com/recipes/speedy-lentil-coconut-curry,frozen peas,200g,,282.01,8,4,37,8,9,12,0.3
No title,https://www.bbcgoodfood.com/recipes/speedy-lentil-coconut-curry,coriander,10g,roughly chopped,282.01,8,4,37,8,9,12,0.3
No title,https://www.bbcgoodfood.com/recipes/speedy-lentil-coconut-curry,cooked brown rice,200g,,282.01,8,4,37,8,9,12,0.3
No title,https://www.bbcgoodfood.com/recipes/speedy-lentil-coconut-curry,light coconut or natural yogurt,4 tbsp,to serve,282.01,8,4,37,8,9,12,0.3
No title,https://www.bbcgoodfood.com/recipes/fajita-style-pasta,olive oil,2 tbsp,,395,14,5,41,6,5,23,0.12
No title,https://www.bbcgoodfood.com/recipes/fajita-style-pasta,chicken breasts,2 large skinless,cut into strips,395,14,5,41,6,5,23,0.12
No title,https://www.bbcgoodfood.com/recipes/fajita-style-pasta,onion,1,thinly sliced,395,14,5,41,6,5,23,0.12
No title,https://www.bbcgoodfood.com/recipes/fajita-style-pasta,red pepper,1,deseeded and sliced,395,14,5,41,6,5,23,0.12
No title,https://www.bbcgoodfood.com/recipes/fajita-style-pasta,yellow pepper,1,deseeded and sliced,395,14,5,41,6,5,23,0.12
No title,https://www.bbcgoodfood.com/recipes/fajita-style-pasta,garlic clove,1,crushed,395,14,5,41,6,5,23,0.12
No title,https://www.bbcgoodfood.com/recipes/fajita-style-pasta,chilli powder,1⁄4 tsp,,395,14,5,41,6,5,23,0.12
No title,https://www.bbcgoodfood.com/recipes/fajita-style-pasta,sweet smoked paprika,1 heaped tsp,,395,14,5,41,6,5,23,0.12
No title,https://www.bbcgoodfood.com/recipes/fajita-style-pasta,dried oregano,1⁄2 tsp,,395,14,5,41,6,5,23,0.12
No title,https://www.bbcgoodfood.com/recipes/fajita-style-pasta,ground coriander,1 tsp,,395,14,5,41,6,5,23,0.12
No title,https://www.bbcgoodfood.com/recipes/fajita-style-pasta,ground cumin,1⁄2 tsp,,395,14,5,41,6,5,23,0.12
No title,https://www.bbcgoodfood.com/recipes/fajita-style-pasta,tomato purée,3 tbsp,,395,14,5,41,6,5,23,0.12
No title,https://www.bbcgoodfood.com/recipes/fajita-style-pasta,double cream,80ml,,395,14,5,41,6,5,23,0.12
No title,https://www.bbcgoodfood.com/recipes/fajita-style-pasta,penne,350g,or rigatoni pasta,395,14,5,41,6,5,23,0.12
No title,https://www.bbcgoodfood.com/recipes/fajita-style-pasta,flat-leaf parsley,1⁄2 small bunch of,finely chopped,395,14,5,41,6,5,23,0.12
No title,https://www.bbcgoodfood.com/recipes/fajita-style-pasta,parmesan,grated,"or cheddar, to serve",395,14,5,41,6,5,23,0.12
No title,https://www.bbcgoodfood.com/recipes/creamy-garlic-pasta,tagliatelle,300g,(any long pasta will work),699,38,23,66,2,5,20,0.74
No title,https://www.bbcgoodfood.com/recipes/creamy-garlic-pasta,salted butter,20g,,699,38,23,66,2,5,20,0.74
No title,https://www.bbcgoodfood.com/recipes/creamy-garlic-pasta,garlic cloves,6,finely chopped,699,38,23,66,2,5,20,0.74
No title,https://www.bbcgoodfood.com/recipes/creamy-garlic-pasta,plain flour,2 tbsp,,699,38,23,66,2,5,20,0.74
No title,https://www.bbcgoodfood.com/recipes/creamy-garlic-pasta,chicken stock,150ml,,699,38,23,66,2,5,20,0.74
No title,https://www.bbcgoodfood.com/recipes/creamy-garlic-pasta,double cream,200ml,,699,38,23,66,2,5,20,0.74
No title,https://www.bbcgoodfood.com/recipes/creamy-garlic-pasta,parmesan,85g,grated,699,38,23,66,2,5,20,0.74
No title,https://www.bbcgoodfood.com/recipes/creamy-garlic-pasta,flat-leaf parsley,20g,roughly chopped,699,38,23,66,2,5,20,0.74
No title,https://www.bbcgoodfood.com/recipes/meatball-black-bean-chilli,olive oil,2 tbsp,,423,16,4,36,21,14,24,1.1
No title,https://www.bbcgoodfood.com/recipes/meatball-black-bean-chilli,beef meatballs,12,,423,16,4,36,21,14,24,1.1
No title,https://www.bbcgoodfood.com/recipes/meatball-black-bean-chilli,onion,1,finely sliced,423,16,4,36,21,14,24,1.1
No title,https://www.bbcgoodfood.com/recipes/meatball-black-bean-chilli,mixed peppers,2,sliced,423,16,4,36,21,14,24,1.1
No title,https://www.bbcgoodfood.com/recipes/meatball-black-bean-chilli,coriander,½ large bunch,leaves and stalks chopped,423,16,4,36,21,14,24,1.1
No title,https://www.bbcgoodfood.com/recipes/meatball-black-bean-chilli,large garlic cloves,2,crushed,423,16,4,36,21,14,24,1.1
No title,https://www.bbcgoodfood.com/recipes/meatball-black-bean-chilli,hot smoked paprika,1 tsp,,423,16,4,36,21,14,24,1.1
No title,https://www.bbcgoodfood.com/recipes/meatball-black-bean-chilli,ground cumin,2 tsp,,423,16,4,36,21,14,24,1.1
No title,https://www.bbcgoodfood.com/recipes/meatball-black-bean-chilli,light brown soft sugar,1 heaped tbsp,,423,16,4,36,21,14,24,1.1
No title,https://www.bbcgoodfood.com/recipes/meatball-black-bean-chilli,chopped tomatoes,2 x 400g cans,,423,16,4,36,21,14,24,1.1
No title,https://www.bbcgoodfood.com/recipes/meatball-black-bean-chilli,black beans,2 x 400g cans,drained and rinsed,423,16,4,36,21,14,24,1.1
No title,https://www.bbcgoodfood.com/recipes/meatball-black-bean-chilli,cooked rice,,to serve,423,16,4,36,21,14,24,1.1
No title,https://www.bbcgoodfood.com/recipes/creamy-salmon-leek-potato-traybake,baby potatoes,250g,thickly sliced,696,50,17,19,3,4,39,0.45
No title,https://www.bbcgoodfood.com/recipes/creamy-salmon-leek-potato-traybake,olive oil,2 tbsp,,696,50,17,19,3,4,39,0.45
No title,https://www.bbcgoodfood.com/recipes/creamy-salmon-leek-potato-traybake,leek,1,"halved, washed and sliced",696,50,17,19,3,4,39,0.45
No title,https://www.bbcgoodfood.com/recipes/creamy-salmon-leek-potato-traybake,garlic clove,1,crushed,696,50,17,19,3,4,39,0.45
No title,https://www.bbcgoodfood.com/recipes/creamy-salmon-leek-potato-traybake,double cream,70ml,,696,50,17,19,3,4,39,0.45
No title,https://www.bbcgoodfood.com/recipes/creamy-salmon-leek-potato-traybake,capers,1 tbsp,plus extra to serve,696,50,17,19,3,4,39,0.45
No title,https://www.bbcgoodfood.com/recipes/creamy-salmon-leek-potato-traybake,chives,1 tbsp,plus extra to serve,696,50,17,19,3,4,39,0.45
No title,https://www.bbcgoodfood.com/recipes/creamy-salmon-leek-potato-traybake,skinless salmon fillets,2,,696,50,17,19,3,4,39,0.45
No title,https://www.bbcgoodfood.com/recipes/creamy-salmon-leek-potato-traybake,mixed rocket salad,,to serve (optional),696,50,17,19,3,4,39,0.45
No title,https://www.bbcgoodfood.com/recipes/spicy-chickpea-stew,rapeseed oil,1 tbsp,,514,15,2,63,22,20,22,1
No title,https://www.bbcgoodfood.com/recipes/spicy-chickpea-stew,onions,2,"(320g), roughly chopped",514,15,2,63,22,20,22,1
No title,https://www.bbcgoodfood.com/recipes/spicy-chickpea-stew,green peppers,2,deseeded and cut into cubes,514,15,2,63,22,20,22,1
No title,https://www.bbcgoodfood.com/recipes/spicy-chickpea-stew,hot chilli powder,2 tsp,,514,15,2,63,22,20,22,1
No title,https://www.bbcgoodfood.com/recipes/spicy-chickpea-stew,ground coriander,1 tbsp,,514,15,2,63,22,20,22,1
No title,https://www.bbcgoodfood.com/recipes/spicy-chickpea-stew,ground cumin,1 tsp,,514,15,2,63,22,20,22,1
No title,https://www.bbcgoodfood.com/recipes/spicy-chickpea-stew,carton passata,500ml,,514,15,2,63,22,20,22,1
No title,https://www.bbcgoodfood.com/recipes/spicy-chickpea-stew,x 400g cans chickpeas,2,,514,15,2,63,22,20,22,1
No title,https://www.bbcgoodfood.com/recipes/spicy-chickpea-stew,vegetable bouillon powder,2 tsp,,514,15,2,63,22,20,22,1
No title,https://www.bbcgoodfood.com/recipes/spicy-chickpea-stew,flame raisins,40g,,514,15,2,63,22,20,22,1
No title,https://www.bbcgoodfood.com/recipes/spicy-chickpea-stew,lemon,½,"juiced, flesh scooped out and white pith removed, then zest finely chopped (you’ll need 2 tsp)",514,15,2,63,22,20,22,1
No title,https://www.bbcgoodfood.com/recipes/spicy-chickpea-stew,cauliflower florets,350g,,514,15,2,63,22,20,22,1
No title,https://www.bbcgoodfood.com/recipes/spicy-chickpea-stew,parsley,15g,chopped,514,15,2,63,22,20,22,1
No title,https://www.bbcgoodfood.com/recipes/spicy-chickpea-stew,wholemeal couscous,140g,,514,15,2,63,22,20,22,1
No title,https://www.bbcgoodfood.com/recipes/spicy-chickpea-stew,toasted flaked almonds,40g,,514,15,2,63,22,20,22,1
No title,https://www.bbcgoodfood.com/recipes/veggie-sausage-casserole,olive oil,2 tbsp,,300,13,2,27,13,13,11,1.4
No title,https://www.bbcgoodfood.com/recipes/veggie-sausage-casserole,vegetarian sausages,8,,300,13,2,27,13,13,11,1.4
No title,https://www.bbcgoodfood.com/recipes/veggie-sausage-casserole,red onion,1 large,finely chopped,300,13,2,27,13,13,11,1.4
No title,https://www.bbcgoodfood.com/recipes/veggie-sausage-casserole,celery sticks,2,finely chopped,300,13,2,27,13,13,11,1.4
No title,https://www.bbcgoodfood.com/recipes/veggie-sausage-casserole,carrots,2,finely chopped,300,13,2,27,13,13,11,1.4
No title,https://www.bbcgoodfood.com/recipes/veggie-sausage-casserole,garlic cloves,3,finely chopped,300,13,2,27,13,13,11,1.4
No title,https://www.bbcgoodfood.com/recipes/veggie-sausage-casserole,sweet smoked paprika,1 tsp,,300,13,2,27,13,13,11,1.4
No title,https://www.bbcgoodfood.com/recipes/veggie-sausage-casserole,fennel seeds,1 tsp,(optional),300,13,2,27,13,13,11,1.4
No title,https://www.bbcgoodfood.com/recipes/veggie-sausage-casserole,thyme,few sprigs of,rosemary or sage,300,13,2,27,13,13,11,1.4
No title,https://www.bbcgoodfood.com/recipes/veggie-sausage-casserole,tomato purée,2 tbsp,,300,13,2,27,13,13,11,1.4
No title,https://www.bbcgoodfood.com/recipes/veggie-sausage-casserole,balsamic vinegar,1 tbsp,,300,13,2,27,13,13,11,1.4
No title,https://www.bbcgoodfood.com/recipes/veggie-sausage-casserole,plum tomatoes,400g can,,300,13,2,27,13,13,11,1.4
No title,https://www.bbcgoodfood.com/recipes/veggie-sausage-casserole,vegetable stock,250ml,,300,13,2,27,13,13,11,1.4
No title,https://www.bbcgoodfood.com/recipes/veggie-sausage-casserole,butter beans,400g can,,300,13,2,27,13,13,11,1.4
No title,https://www.bbcgoodfood.com/recipes/veggie-sausage-casserole,fresh vegetarian pesto,60g,,300,13,2,27,13,13,11,1.4
No title,https://www.bbcgoodfood.com/recipes/veggie-sausage-casserole,warm crusty bread,,to serve (optional),300,13,2,27,13,13,11,1.4
No title,https://www.bbcgoodfood.com/recipes/chicken-leek-brown-rice-stir-fry,olive oil,1 tbsp,,398,16,4,33,4,7,26,1.1
No title,https://www.bbcgoodfood.com/recipes/chicken-leek-brown-rice-stir-fry,chicken breast,250g,thinly sliced,398,16,4,33,4,7,26,1.1
No title,https://www.bbcgoodfood.com/recipes/chicken-leek-brown-rice-stir-fry,chorizo,100g,chopped,398,16,4,33,4,7,26,1.1
No title,https://www.bbcgoodfood.com/recipes/chicken-leek-brown-rice-stir-fry,leek,1,halved lengthways and finely sliced,398,16,4,33,4,7,26,1.1
No title,https://www.bbcgoodfood.com/recipes/chicken-leek-brown-rice-stir-fry,red pepper,1,deseeded and chopped,398,16,4,33,4,7,26,1.1
No title,https://www.bbcgoodfood.com/recipes/chicken-leek-brown-rice-stir-fry,kale,80g,"any tough stalks removed, leaves roughly chopped",398,16,4,33,4,7,26,1.1
No title,https://www.bbcgoodfood.com/recipes/chicken-leek-brown-rice-stir-fry,low salt soy sauce,1 tbsp,,398,16,4,33,4,7,26,1.1
No title,https://www.bbcgoodfood.com/recipes/chicken-leek-brown-rice-stir-fry,red wine vinegar,1 tbsp,,398,16,4,33,4,7,26,1.1
No title,https://www.bbcgoodfood.com/recipes/chicken-leek-brown-rice-stir-fry,wholegrain rice,2 x 250g pouches microwave,,398,16,4,33,4,7,26,1.1
No title,https://www.bbcgoodfood.com/recipes/gnocchi-cacio-e-pepe,gnocchi,300g,,424,21,14,41,2,4,15,1.6
No title,https://www.bbcgoodfood.com/recipes/gnocchi-cacio-e-pepe,unsalted butter,2 tbsp,,424,21,14,41,2,4,15,1.6
No title,https://www.bbcgoodfood.com/recipes/gnocchi-cacio-e-pepe,parmesan,60g,"or vegetarian alternative, finely grated",424,21,14,41,2,4,15,1.6
No title,https://www.bbcgoodfood.com/recipes/gnocchi-cacio-e-pepe,black pepper,2 tsp,,424,21,14,41,2,4,15,1.6
No title,https://www.bbcgoodfood.com/recipes/gnocchi-cacio-e-pepe,salad leaves,,to serve (optional),424,21,14,41,2,4,15,1.6
No title,https://www.bbcgoodfood.com/recipes/roasted-carrot-whipped-feta-tart,large bunch of carrots,,with tops (about 800g),503,36,15,30,11,6,11,1.3
No title,https://www.bbcgoodfood.com/recipes/roasted-carrot-whipped-feta-tart,olive oil,2 tsp,,503,36,15,30,11,6,11,1.3
No title,https://www.bbcgoodfood.com/recipes/roasted-carrot-whipped-feta-tart,za’atar,1 tsp,,503,36,15,30,11,6,11,1.3
No title,https://www.bbcgoodfood.com/recipes/roasted-carrot-whipped-feta-tart,honey,2 tsp,,503,36,15,30,11,6,11,1.3
No title,https://www.bbcgoodfood.com/recipes/roasted-carrot-whipped-feta-tart,125-150ml extra virgin olive oil,,,503,36,15,30,11,6,11,1.3
No title,https://www.bbcgoodfood.com/recipes/roasted-carrot-whipped-feta-tart,garlic cloves,2,roughly chopped,503,36,15,30,11,6,11,1.3
No title,https://www.bbcgoodfood.com/recipes/roasted-carrot-whipped-feta-tart,walnuts,50g,roughly chopped,503,36,15,30,11,6,11,1.3
No title,https://www.bbcgoodfood.com/recipes/roasted-carrot-whipped-feta-tart,grated parmesan,40g,or vegetarian hard cheese,503,36,15,30,11,6,11,1.3
No title,https://www.bbcgoodfood.com/recipes/roasted-carrot-whipped-feta-tart,parsley,25g,"roughly chopped, plus whole leaves to serve",503,36,15,30,11,6,11,1.3
No title,https://www.bbcgoodfood.com/recipes/roasted-carrot-whipped-feta-tart,feta,200g,"drained and crumbled (vegetarian, if needed)",503,36,15,30,11,6,11,1.3
No title,https://www.bbcgoodfood.com/recipes/roasted-carrot-whipped-feta-tart,Greek yogurt,150g,,503,36,15,30,11,6,11,1.3
No title,https://www.bbcgoodfood.com/recipes/roasted-carrot-whipped-feta-tart,lemon,1,zested,503,36,15,30,11,6,11,1.3
No title,https://www.bbcgoodfood.com/recipes/roasted-carrot-whipped-feta-tart,block puff pastry,500g,,503,36,15,30,11,6,11,1.3
No title,https://www.bbcgoodfood.com/recipes/roasted-carrot-whipped-feta-tart,egg,1,beaten,503,36,15,30,11,6,11,1.3
No title,https://www.bbcgoodfood.com/recipes/bean-halloumi-stew,olive oil,3 tbsp,,468,25,7,36,12,14,19,1.9
No title,https://www.bbcgoodfood.com/recipes/bean-halloumi-stew,onion,1,thinly sliced,468,25,7,36,12,14,19,1.9
No title,https://www.bbcgoodfood.com/recipes/bean-halloumi-stew,red pepper,1,thinly sliced,468,25,7,36,12,14,19,1.9
No title,https://www.bbcgoodfood.com/recipes/bean-halloumi-stew,garlic cloves,2,crushed,468,25,7,36,12,14,19,1.9
No title,https://www.bbcgoodfood.com/recipes/bean-halloumi-stew,red chilli pesto,3 tbsp,sundried tomato pesto or vegan alternative,468,25,7,36,12,14,19,1.9
No title,https://www.bbcgoodfood.com/recipes/bean-halloumi-stew,coriander,1 heaped tsp ground,,468,25,7,36,12,14,19,1.9
No title,https://www.bbcgoodfood.com/recipes/bean-halloumi-stew,beans,400g can mixed,drained and rinsed,468,25,7,36,12,14,19,1.9
No title,https://www.bbcgoodfood.com/recipes/bean-halloumi-stew,tomatoes,400g can chopped,,468,25,7,36,12,14,19,1.9
No title,https://www.bbcgoodfood.com/recipes/bean-halloumi-stew,halloumi,½ x 250g block,sliced,468,25,7,36,12,14,19,1.9
No title,https://www.bbcgoodfood.com/recipes/bean-halloumi-stew,coriander,½ small bunch of,finely chopped,468,25,7,36,12,14,19,1.9
No title,https://www.bbcgoodfood.com/recipes/bean-halloumi-stew,garlic bread,,to serve (optional),468,25,7,36,12,14,19,1.9
No title,https://www.bbcgoodfood.com/recipes/veggie-yaki-udon,sesame oil,1½ tbsp,,366,9,1,51,12,11,15,1.4
No title,https://www.bbcgoodfood.com/recipes/veggie-yaki-udon,red onion,1,cut into thin wedges,366,9,1,51,12,11,15,1.4
No title,https://www.bbcgoodfood.com/recipes/veggie-yaki-udon,mangetout,160g,,366,9,1,51,12,11,15,1.4
No title,https://www.bbcgoodfood.com/recipes/veggie-yaki-udon,baby corn,70g,halved,366,9,1,51,12,11,15,1.4
No title,https://www.bbcgoodfood.com/recipes/veggie-yaki-udon,baby pak choi,2,quartered,366,9,1,51,12,11,15,1.4
No title,https://www.bbcgoodfood.com/recipes/veggie-yaki-udon,spring onions,3,sliced,366,9,1,51,12,11,15,1.4
No title,https://www.bbcgoodfood.com/recipes/veggie-yaki-udon,large garlic clove,1,crushed,366,9,1,51,12,11,15,1.4
No title,https://www.bbcgoodfood.com/recipes/veggie-yaki-udon,curry powder,½ tbsp mild,or use 1 tsp garam masala,366,9,1,51,12,11,15,1.4
No title,https://www.bbcgoodfood.com/recipes/veggie-yaki-udon,low-salt soy sauce,4 tsp,,366,9,1,51,12,11,15,1.4
No title,https://www.bbcgoodfood.com/recipes/veggie-yaki-udon,ready-to-cook udon noodles,300g,,366,9,1,51,12,11,15,1.4
No title,https://www.bbcgoodfood.com/recipes/veggie-yaki-udon,pickled sushi ginger,1 tbsp,"chopped, plus 2 tbsp of the brine, optional",366,9,1,51,12,11,15,1.4
No title,https://www.bbcgoodfood.com/recipes/piri-piri-chicken-smashed-sweet-potatoes-broccoli,sweet potatoes,3 large,"(about 900g), peeled and cut into large chunks",662,23,6,74,40,15,32,2.1
No title,https://www.bbcgoodfood.com/recipes/piri-piri-chicken-smashed-sweet-potatoes-broccoli,oil,,for drizzling,662,23,6,74,40,15,32,2.1
No title,https://www.bbcgoodfood.com/recipes/piri-piri-chicken-smashed-sweet-potatoes-broccoli,chicken,6-8,"thighs, skin left on",662,23,6,74,40,15,32,2.1
No title,https://www.bbcgoodfood.com/recipes/piri-piri-chicken-smashed-sweet-potatoes-broccoli,red onions,2,cut into wedges,662,23,6,74,40,15,32,2.1
No title,https://www.bbcgoodfood.com/recipes/piri-piri-chicken-smashed-sweet-potatoes-broccoli,piri-piri,25g sachet,"spice mix (or a mild version, if you like)",662,23,6,74,40,15,32,2.1
No title,https://www.bbcgoodfood.com/recipes/piri-piri-chicken-smashed-sweet-potatoes-broccoli,long-stem broccoli,300g,,662,23,6,74,40,15,32,2.1
No title,https://www.bbcgoodfood.com/recipes/roasted-cauliflower-chickpea-coconut-curry,large cauliflower,1,cut into florets,463,33,16,25,11,10,12,0.3
No title,https://www.bbcgoodfood.com/recipes/roasted-cauliflower-chickpea-coconut-curry,sunflower oil,4 tbsp,,463,33,16,25,11,10,12,0.3
No title,https://www.bbcgoodfood.com/recipes/roasted-cauliflower-chickpea-coconut-curry,black mustard seeds,2 tbsp,,463,33,16,25,11,10,12,0.3
No title,https://www.bbcgoodfood.com/recipes/roasted-cauliflower-chickpea-coconut-curry,cumin seeds,1 tbsp,,463,33,16,25,11,10,12,0.3
No title,https://www.bbcgoodfood.com/recipes/roasted-cauliflower-chickpea-coconut-curry,cardamon pods,6,seeds only,463,33,16,25,11,10,12,0.3
