url,title,meal_type,kcal,fat,saturates,carbs,sugars,fibre,protein,salt,ingredients
https://www.bbcgoodfood.com/recipes/melanzane-lasagne,Melanzane Lasagne,batch cooking,460.0,22.0g,10.0g,44.0g,11.0g,6.0g,24.0g,1.99g,"3 aubergines sliced lengthways, 2 tbsp olive oil, 3 large garlic cloves crushed, 680ml jar passata, ½ tbsp dried oregano, 1 tsp sugar, 1 tbsp red wine vinegar, small bunch basil leaves torn, 100g parmesan or vegetarian alternative, grated, 125g ball mozzarella torn, 200g fresh lasagne sheets, 5 tbsp breadcrumb"
https://www.bbcgoodfood.com/recipes/mexican-style-stuffed-peppers,Mexican Style Stuffed Peppers,dinner,468.0,15.0g,5.0g,59.0g,11.0g,14.0g,19.0g,2.1g,"3 large mixed peppers halved, oil for drizzling, 2 x 250g pouches lime & coriander rice cooked, 400g can black beans drained and rinsed, 6 Mexican-style chilli cheese slices (use regular cheddar or monterey jack, if you like), 150g fresh guacamole"
https://www.bbcgoodfood.com/recipes/microwave-cheats-paella,Microwave Cheats Paella,dinner,611.0,21.0g,7.0g,67.0g,6.0g,5.0g,36.0g,2.8g,"1 tbsp olive oil, 1 onion finely chopped, 2 garlic cloves crushed or finely grated, 700ml chicken stock, pinch of saffron (optional), ½ tbsp sweet smoked paprika, 300g paella rice, 200g chicken thinly sliced, 200g chorizo chopped, 150g frozen peas, ½ lemon juiced, plus wedges to serve, small handful of parsley roughly chopped"
https://www.bbcgoodfood.com/recipes/middle-eastern-eggs-merguez-pistachios,Middle Eastern Eggs Merguez Pistachios,breakfast,633.0,35.0g,13.0g,40.0g,10.0g,7.0g,36.0g,2.1g,"drizzle of olive or rapeseed oil, 1 small red onion chopped, 4 merguez sausages, 15 cherry tomatoes halved, pinch of sugar (any will do), 2 tsp harissa paste (preferably rose harissa, as it’s fragrant and not too hot), 2 eggs, 2 wholemeal pitta breads, pinch of sumac or paprika (optional), 2 tbsp Greek yogurt, few parsley sprigs, chopped, 1 tbsp shelled pistachio roughly chopped"
https://www.bbcgoodfood.com/recipes/mince-tatties,Mince Tatties,dinner,504.0,23.0g,10.0g,41.0g,8.0g,5.0g,30.0g,0.88g,"1 tbsp sunflower oil, 500g beef mince, 1 onion chopped, 1 large carrot chopped, 1 tbsp plain flour, 1 tbsp tomato ketchup or tomato purée (optional), 1 tbsp Worcestershire sauce, 500ml beef stock"
https://www.bbcgoodfood.com/recipes/miso-butternut-squash-ramen,Miso Butternut Squash Ramen,dinner,544.0,19.0g,4.0g,63.0g,8.0g,12.0g,14.0g,1.7g,"200g pack of chopped butternut squash, 100g purple sprouting broccoli, 3 garlic cloves unpeeled and lightly bashed, 1 tbsp vegetable oil, ½ tbsp white miso, 1 tbsp peanut butter, 1 tsp reduced-salt soy sauce, 700ml low-salt vegetable stock, 150g wholemeal egg noodles, 2 eggs soft-boiled (for 7 mins), 5g coriander roughly chopped, or leaves picked, 1 red chilli sliced"
https://www.bbcgoodfood.com/recipes/multi-mince,Multi Mince,batch cooking,220.0,9.0g,3.0g,4.0g,3.0g,1.0g,30.0g,0.7g,"2 tbsp olive oil, 1kg lean minced beef, 2 back bacon rashers, chopped, 2 onions finely chopped, 2 garlic cloves finely chopped, 150ml red wine, 500ml beef stock (from a cube is fine), leaves from 3 sprigs thyme"
https://www.bbcgoodfood.com/recipes/mushroom-croque-monsieur-rolls,Mushroom Croque Monsieur Rolls,breakfast,304.0,21.0g,10.0g,17.0g,2.0g,2.0g,10.0g,0.9g,"25g butter, 25g plain flour, 250ml whole milk, 1 tbsp wholegrain mustard, 1 bay leaf, grating of nutmeg, 2 tbsp olive oil, 300g closed-cup mushrooms finely sliced, a few thyme sprigs leaves picked, 320g puff pastry sheet, 60g gruyère finely grated, 100g smoked ham slices roughly torn, 1 egg beaten"
https://www.bbcgoodfood.com/recipes/mushroom-hash-poached-eggs,Mushroom Hash Poached Eggs,breakfast,283.0,17.0g,5.0g,15.0g,11.0g,6.0g,15.0g,0.2g,"1 ½ tbsp avocado oil, 2 large onions halved and sliced, 500g closed cup mushrooms quartered, 1 tbsp fresh thyme leaves plus extra for sprinkling, 500g fresh tomatoes chopped, 1 tsp smoked paprika, 4 tsp omega seed mix (see tip), 4 large eggs"
https://www.bbcgoodfood.com/recipes/mushroom-lentil-beef-ragu,Mushroom Lentil Beef Ragu,batch cooking,184.0,9.0g,2.0g,7.0g,4.0g,4.0g,16.0g,0.2g,"15g dried porcini mushrooms, 4 tbsp rapeseed oil, 800g stewing beef cut into chunks, 300g chestnut mushrooms roughly chopped, 1 large onion finely chopped, 2 carrots finely chopped (about 300g), 2 celery sticks finely chopped, 7 garlic cloves finely chopped, 100g tomato purée, 400g can lentils drained and rinsed, 500ml beef stock, large knob of butter, 1 parmesan rind (optional)"
https://www.bbcgoodfood.com/recipes/mushroom-risotto,Mushroom Risotto,quick and easy,445.0,17.0g,7.7g,63.0g,3.0g,4.0g,15.0g,1.45g,"50g dried porcini mushrooms, 1 vegetable stock cube, 2 tbsp olive oil, 1 onion finely chopped, 2 garlic cloves finely chopped, 250g pack chestnut mushrooms chopped, 300g risotto rice such as arborio, 1 x 175ml glass white wine, 25g butter, handful parsley leaves, chopped, 50g parmesan or Grana Padano, freshly grated"
https://www.bbcgoodfood.com/recipes/mustard-parmesan-crumbed-chicken,Mustard Parmesan Crumbed Chicken,dinner,484.0,18.0g,5.0g,37.0g,8.0g,6.0g,40.0g,1.3g,"1 tbsp Dijon mustard, 200g low-fat natural yogurt, 30g parmesan finely grated, 100g soft white breadcrumbs, 2 tsp dried mixed herbs, 1 lemon zested and juiced, 1½ tbsp olive oil, 1kg skin-on, bone-in chicken drumsticks, 500g baby potatoes halved, 320g green beans"
https://www.bbcgoodfood.com/recipes/mustard-stuffed-chicken,Mustard Stuffed Chicken,quick and easy,429.0,26.0g,12.0g,0.3g,0.2g,0.4g,49.0g,2.61g,"125g ball mozzarella torn into small pieces, 50g strong cheddar grated, 1 tbsp wholegrain mustard, 4 skinless boneless chicken breast fillets, 8 smoked streaky bacon rashers"
https://www.bbcgoodfood.com/recipes/nduja-lasagne,Nduja Lasagne,dinner,868.0,66.0g,38.0g,29.0g,11.0g,3.0g,37.0g,1.5g,"1 tbsp olive oil, 1 onion finely chopped, 3 garlic cloves finely chopped or grated, 2 tbsp sundried or regular tomato purée, 500g beef mince, 4 tbsp nduja, 2 large tomatoes chopped, 400g can chopped tomatoes, 500ml vegetable stock, 1 basil sprig leaves picked and torn, 9 dried lasagne sheets, 200g grated mozzarella or cheddar, 125g ball mozzarella torn"
https://www.bbcgoodfood.com/recipes/next-level-kedgeree,Next Level Kedgeree,breakfast,549.0,27.0g,16.0g,53.0g,6.0g,4.0g,20.0g,1.2g,"600ml chicken stock, 300g smoked haddock fillets, 25g butter, 1 large onion sliced, 4 garlic cloves sliced, thumb-sized piece of ginger peeled and chopped, 1 tsp fennel seeds, 1 tsp cumin seeds, 4 cardamom pods lightly crushed, 4 bay leaves, 1 tbsp tomato purée, 2 tsp mild curry powder, small bunch of coriander leaves picked, stalks chopped, 150ml double cream, 250g basmati rice, 4 eggs, 100g frozen peas (optional), ¼ lemon juiced, pinch of garam masala to serve"
https://www.bbcgoodfood.com/recipes/next-level-spaghetti-bolognese,Next Level Spaghetti Bolognese,batch cooking,500.0,32.0g,13.0g,17.0g,13.0g,4.0g,29.0g,1.87g,"olive oil, 400g beef mince, 400g Italian pork sausages skinned and crumbled, 200g smoked pancetta, 1 onion finely chopped, 1 carrot finely chopped, 2 celery sticks finely chopped, 4 garlic cloves chopped, 1 sprig thyme, small bunch fresh basil small leaves picked and reserved, 2 bay leaves, 2 tsp dried oregano, handful dried porcini mushrooms, 1 tsp golden caster sugar, 1 tbsp tomato purée, ½ tsp Thai fish sauce, 1 tbsp red wine vinegar, 100ml whole milk, 4 x 400g cans chopped tomatoes, 200ml white wine, 100g parmesan grated, rind removed and kept, spaghetti to serve"
https://www.bbcgoodfood.com/recipes/no-cook-veggie-fajitas,No Cook Veggie Fajitas,dinner,658.0,30.0g,9.0g,68.0g,12.0g,19.0g,20.0g,4.1g,"2 x 180g tubs marinated chargrilled vegetables drained, 2 x 400g cans pinto beans drained and rinsed, 200g tub tomato salsa, 2 limes zested and juiced, 1 tbsp red wine vinegar, 2-3 tbsp hot sauce plus extra to serve, small bunch coriander chopped, plus extra, shredded, to serve, 2 ripe avocados stoned and diced, 1 small garlic clove finely grated, 8 medium soft flour tortillas, 100ml soured cream to serve, salad leaves to serve (optional)"
https://www.bbcgoodfood.com/recipes/nutty-chicken-curry,Nutty Chicken Curry,quick and easy,358.0,18.9g,6.0g,4.0g,3.0g,1.0g,43.0g,0.66g,"1 large red chilli deseeded, ½ a finger-length piece fresh root ginger roughly chopped, 1 fat garlic clove, small bunch coriander stalks roughly chopped, 1 tbsp sunflower oil, 4 skinless chicken breasts cut into chunks, 5 tbsp peanut butter, 150ml chicken stock, 200g tub Greek yogurt"
https://www.bbcgoodfood.com/recipes/olive-cauliflower-harissa-pasta,Olive Cauliflower Harissa Pasta,dinner,466.0,15.0g,2.0g,63.0g,9.0g,12.0g,14.0g,1.1g,"1 tbsp olive oil, 1 small cauliflower broken into small florets, stalks and leaves finely chopped, 1 tbsp tomato purée, 200g cherry tomatoes halved, 2 garlic cloves crushed, 25g pitted green olives halved, 2 tbsp rose harissa, 150g dairy-free wholemeal pasta of your choice (such as pappardelle; gluten-free if needed), small handful of parsley finely chopped"
https://www.bbcgoodfood.com/recipes/one-pan-chicken-couscous,One Pan Chicken Couscous,quick and easy,281.0,6.0g,1.0g,41.0g,9.0g,3.0g,20.0g,0.48g,"1 tbsp olive oil, 1 onion thinly sliced, 200g chicken breast diced, good chunk fresh root ginger, 1-2 tbsp harissa paste plus extra to serve, 10 dried apricots, 220g can chickpeas rinsed and drained, 200g couscous, 200ml hot chicken stock, handful coriander chopped, to serve"
https://www.bbcgoodfood.com/recipes/one-pan-eggs-peppers,One Pan Eggs Peppers,breakfast,384.0,13.0g,3.0g,38.0g,17.0g,11.0g,23.0g,1.3g,"1 tbsp olive oil, 2 onions (320g), halved and thinly sliced, 1 orange pepper halved, deseeded and sliced, 1 red chilli deseeded and sliced, 400g can chopped tomatoes, 2 tbsp tomato purée, 2 tsp vegetable bouillon powder, 1 tsp dried oregano, 1 tsp smoked paprika plus a little for sprinkling, 2 x 400g cans chickpeas, 4 eggs, 2 x 120g pots bio yogurt, 2 garlic cloves finely grated, 4 tbsp chopped parsley"
https://www.bbcgoodfood.com/recipes/one-pan-roast-rack-of-lamb-green-olive-potatoes,One Pan Roast Rack Of Lamb Green Olive Potatoes,dinner,748.0,44.0g,22.0g,53.0g,7.0g,8.0g,31.0g,1.2g,"1 rack of lamb (6 bones is ideal), 25g butter, 1 onion finely sliced, 1 garlic clove crushed, 1 anchovy crushed using a pestle and mortar (optional), small handful of rosemary springs roughly chopped, 500g Maris Piper or King Edward potatoes finely sliced (use a mandoline if you have one), 10 pitted green olives chopped, 100ml chicken or lamb stock"
https://www.bbcgoodfood.com/recipes/one-pan-thai-green-salmon,One Pan Thai Green Salmon,dinner,667.0,46.0g,19.0g,21.0g,8.0g,4.0g,41.0g,1.2g,"2 tbsp vegetable oil, 2 shallots thickly sliced, 1 green chilli deseeded if you like, and sliced, plus extra to serve, 300g baby new potatoes quartered, 1 lemongrass stalk, bashed, 4 tbsp Thai green curry paste, 400g can coconut milk, 200-300ml vegetable stock, 1-2 tbsp fish sauce, ½-1 tbsp brown or palm sugar, 1 courgette trimmed and peeled into ribbons, 100g baby spinach, 4 skinless salmon fillets, 3 limes 2 juiced plus 1 cut into wedges to serve, 3 spring onions finely sliced (optional), handful of coriander or Thai basil, roughly chopped, to serve, cooked jasmine rice or rice noodles, to serve (optional)"
https://www.bbcgoodfood.com/recipes/one-pot-cheeseburger-pasta,One Pot Cheeseburger Pasta,dinner,687.0,30.0g,14.0g,57.0g,9.0g,6.0g,43.0g,2.0g,"1 tbsp olive oil, 1 large onion chopped, 500g minced beef, 2 tomatoes chopped, 1 tbsp Worcestershire sauce, 500ml warm beef stock, 300g fusilli or other pasta shape, 100ml milk, 125g mature cheddar coarsely grated, plus extra to serve, 1 tbsp mustard, 1 tbsp ketchup plus extra to serve, 50-70g pickles chopped, sliced dill pickles and/or jalapeños, to serve"
https://www.bbcgoodfood.com/recipes/one-pot-chicken-bacon-stew,One Pot Chicken Bacon Stew,batch cooking,736.0,46.0g,14.0g,21.0g,7.0g,4.0g,60.0g,1.74g,"3 tbsp olive oil, 16 chicken pieces on the bone (about 3kg/6lb 8oz in total), 140g smoked bacon chopped or lardons or cubetti di pancetta, 4 medium carrots thickly sliced, 2 onions roughly chopped, 2 tbsp plain flour, 1 tbsp tomato purée, 75ml white wine or cider vinegar, 1l chicken stock, 2 bay leaves, 4 tbsp double cream or crème fraîche, 600g small new potatoes halved, 12 large white mushrooms quartered, chopped herbs, such as parsley tarragon or chives"
https://www.bbcgoodfood.com/recipes/one-pot-five-spice-rice,One Pot Five Spice Rice,dinner,444.0,16.0g,2.0g,55.0g,7.0g,11.0g,14.0g,0.8g,"1 tbsp rapeseed oil, 2 garlic cloves thinly sliced, 25g ginger peeled and finely shredded, ½-1 tsp Chinese five-spice powder, 1 fresh chilli deseeded and sliced, 2 red peppers deseeded and diced, 200g easy-cook brown rice, 650ml vegetable stock made with 2 tsp bouillon powder, 420g frozen mixed beans (broad beans, peas and French beans), ½ pack spring onions (about 8), trimmed and sliced, 2 tsp sesame oil, 75g roasted cashews"
https://www.bbcgoodfood.com/recipes/one-pot-goulash-pasta,One Pot Goulash Pasta,batch cooking,454.0,13.0g,3.0g,44.0g,14.0g,11.0g,34.0g,1.0g,"2 tbsp rapeseed oil, 2 onions (about 340g), chopped, 500g 5%-fat steak mince, 2 peppers deseeded and finely chopped, 3 garlic cloves chopped, 1 tbsp thyme leaves, 2 tbsp smoked paprika, 400g can chopped tomatoes, 2 tbsp tomato purée, 800ml hot vegetable stock made with 2 tsp bouillon powder, 180g wholemeal penne"
https://www.bbcgoodfood.com/recipes/one-pot-mushroom-potato-curry,One Pot Mushroom Potato Curry,quick and easy,212.0,15.0g,9.0g,15.0g,5.0g,3.0g,5.0g,0.71g,"1 tbsp oil, 1 onion roughly chopped, 1 large potato chopped into small chunks, 1 aubergine trimmed and chopped into chunks, 250g button mushrooms, 2-4 tbsp curry paste (depending on how hot you like it), 150ml vegetable stock, 400ml can reduced-fat coconut milk, chopped coriander to serve"
https://www.bbcgoodfood.com/recipes/one-pot-prawn-lentil-curry,One Pot Prawn Lentil Curry,batch cooking,267.0,11.0g,1.0g,25.0g,9.0g,6.0g,15.0g,1.3g,"100g dried red lentils, 3 tbsp sunflower oil, 1 large onion finely chopped, 6 garlic cloves chopped or grated, thumb-sized piece of ginger peeled and chopped or grated, ¼ tsp ground turmeric, ¼ tsp chilli powder (we used Kashmiri chilli powder), 1 tbsp cumin seeds, 1 tbsp ground coriander, 1 tbsp tomato purée, 1 tsp tamarind paste or lemon juice (optional), 400g can chopped tomatoes or passata, 1 chicken or vegetable stock cube, 1 tbsp garam marsala, 200g raw or cooked prawns (we used tiger prawns), green chillies coriander and pickled red onions (see tips), to serve"
https://www.bbcgoodfood.com/recipes/one-pot-tomato-orzo,One Pot Tomato Orzo,dinner,446.0,5.0g,1.0g,82.0g,8.0g,8.0g,14.0g,1.6g,"1 tbsp olive or rapeseed oil, 1 red onion finely chopped, 2 garlic cloves finely grated, 1 chilli deseeded and finely chopped, 600g cherry tomatoes chopped, 400g orzo, 800ml vegetable stock, handful of parsley roughly chopped, grated parmesan or vegetarian alternative, to serve (optional)"
https://www.bbcgoodfood.com/recipes/orange-dark-chocolate-yogurt-bowls,Orange Dark Chocolate Yogurt Bowls,breakfast,440.0,19.0g,4.0g,42.0g,14.0g,9.0g,20.0g,0.3g,"80g porridge oats, 640ml soya milk, 2 x 120g pots bio yogurt or soya yogurt, 2 oranges peeled and chopped, 16g pecans or walnuts, chopped, 10g dark chocolate, cinnamon"
https://www.bbcgoodfood.com/recipes/oriental-egg-fried-rice,Oriental Egg Fried Rice,quick and easy,0.0,0.0g,0.0g,0.0g,0.0g,0.0g,0.0g,0.0g,"a mugful of American long grain rice, a cupful of frozen peas, 2 tbsp sunflower oil, 2 back bacon rashers, roughly chopped, 1 small red pepper chopped, 2 garlic cloves thinly sliced, 2 large eggs, 1 heaped tsp Chinese five-spice powder, 2 spring onions shredded"
https://www.bbcgoodfood.com/recipes/orzo-chickpea-soup,Orzo Chickpea Soup,dinner,189.0,5.0g,1.0g,26.0g,6.0g,5.0g,8.0g,0.4g,"2 tbsp olive oil, 1 onion chopped, 2 carrots chopped, 2 celery sticks chopped, 2 tbsp tomato purée, 3 garlic cloves chopped, 3 rosemary or thyme sprigs, 1 litre vegetable stock, 400g can chopped tomatoes, 400g can chickpeas, parmesan rind or vegetarian alternative (optional), 150g orzo, extra virgin olive oil to serve"
https://www.bbcgoodfood.com/recipes/orzo-tomato-soup,Orzo Tomato Soup,quick and easy,349.0,12.0g,2.0g,45.0g,9.0g,8.0g,12.0g,0.6g,"2 tbsp olive oil, 1 onion chopped, 2 celery sticks chopped, 2 garlic cloves crushed, 1 tbsp tomato purée, 400g can chopped tomatoes, 400g can chickpeas, 150g orzo or other small pasta shapes, 700ml vegetable stock, 2 tbsp basil pesto, crusty bread to serve"
https://www.bbcgoodfood.com/recipes/oven-baked-egg-chips,Oven Baked Egg Chips,breakfast,303.0,19.0g,3.0g,25.0g,3.0g,3.0g,11.0g,0.26g,"2 medium baking potatoes cut into chunky wedges, 2 tbsp olive oil, 1 tsp smoked paprika, 2 tomatoes halved, 2 eggs"
https://www.bbcgoodfood.com/recipes/oven-baked-pork-chops,Oven Baked Pork Chops,dinner,805.0,38.0g,10.0g,67.0g,31.0g,7.0g,46.0g,1.69g,"1kg new potatoes halved, 4 tbsp olive oil, 6 garlic cloves bashed, small handful of thyme, 6 tbsp honey, 6 tbsp wholegrain mustard, 4 thick-cut bone-in pork chops (about 250g each)"
https://www.bbcgoodfood.com/recipes/overnight-oats,Overnight Oats,breakfast,348.0,11.0g,2.0g,46.07g,13.0g,6.0g,13.0g,0.17g,"¼ tsp ground cinnamon, 50g rolled porridge oats, 2 tbsp natural yogurt, 50g mixed berries, drizzle of honey, ½ tbsp nut butter (we used almond)"
https://www.bbcgoodfood.com/recipes/pain-au-chocolat,Pain Au Chocolat,breakfast,540.0,31.0g,19.0g,54.0g,12.0g,4.0g,8.0g,1.04g,"420g plain flour, 8g sea salt, 60g caster sugar, 220g unsalted butter (at least 82% fat works best), 20g softened, 20g fresh yeast or 10g dried yeast, 1 egg beaten, 110ml whole milk, 16 dark chocolate batons"
https://www.bbcgoodfood.com/recipes/pancake-breakfast-tacos,Pancake Breakfast Tacos,breakfast,1007.0,68.0g,35.0g,65.0g,16.0g,3.0g,31.0g,4.2g,"100g streaky bacon, 125g self-raising flour, 1 tsp baking powder, 10g golden caster sugar, 15g butter melted, 1 tsp vanilla extract, 125ml milk, 3 egg, ½ tbsp neutral-tasting oil, 2g chives finely chopped, 30g mature cheddar grated"
https://www.bbcgoodfood.com/recipes/pancakes-one,Pancakes One,breakfast,349.0,17.0g,6.0g,33.0g,2.0g,2.0g,14.0g,0.97g,"1 large  egg, 40g plain flour, ½ tsp baking powder, 45ml milk (dairy, nut or oat based), 1 tsp butter, ½ tbsp oil, maple syrup or honey and berries, to serve (optional)"
https://www.bbcgoodfood.com/recipes/pancetta-pepper-piperade,Pancetta Pepper Piperade,breakfast,259.0,15.0g,5.0g,13.0g,12.0g,5.0g,15.0g,1.3g,"2 x 70g packs pancetta pieces, 1 red onion finely chopped, 3 peppers 1 each of green, red and yellow, deseeded and finely diced, 400g can chopped tomatoes, 2 tbsp tomato purée, 4 medium eggs, small handful basil leaves shredded, crusty bread to serve (optional)"
https://www.bbcgoodfood.com/recipes/paneer-korma,Paneer Korma,dinner,509.0,29.0g,12.0g,21.0g,12.0g,16.0g,33.0g,0.7g,"3 tbsp vegetable oil, 225g block of paneer cut into 2cm cubes, 1 large onion roughly chopped, thumb-sized piece of ginger peeled, 2 large garlic cloves, 5 tbsp korma paste, 3 cardamom pods crushed, 70g ground almonds, 500ml vegetable stock, 150g spinach, 100g Greek yogurt, rice or naan breads, to serve (optional)"
https://www.bbcgoodfood.com/recipes/panettone-french-toast,Panettone French Toast,breakfast,626.0,33.0g,19.0g,62.0g,41.0g,3.0g,13.0g,0.7g,"3 eggs, 150ml whole milk, 1 tsp mixed spice, 2 tbsp double cream, 3 tbsp brandy, 40g unsalted butter, 4 tbsp mixed dried fruit, 4 slices panettone (around 320g), cut in half to make 8, 60g crème fraîche to serve, maple syrup to serve (optional), 2 tsp icing sugar to serve"
https://www.bbcgoodfood.com/recipes/pappardelle-beef,Pappardelle Beef,batch cooking,596.0,15.0g,4.0g,76.0g,10.0g,5.0g,41.0g,0.57g,"½ quantity beef with red wine & carrots (see 'Goes well with'), 400g can chopped tomato, 500g pappardelle pasta, grated parmesan to serve"
https://www.bbcgoodfood.com/recipes/parsnip-hash-browns,Parsnip Hash Browns,breakfast,179.0,9.0g,1.0g,21.0g,0.0g,4.0g,4.0g,0.06g,"450g waxy  potato (such as Charlotte), 350g parsnip or other root veg, 1small onion halved and thinly sliced, 1 garlic clove finely chopped, 1 egg beaten, 4-5 tbsp sunflower oil"
https://www.bbcgoodfood.com/recipes/pasta-salmon-peas,Pasta Salmon Peas,dinner,463.0,19.0g,6.0g,44.0g,5.0g,7.0g,25.0g,0.2g,"240g wholewheat fusilli, knob of butter, 1 large shallot finely chopped, 140g Birds Eye Frozen Garden Peas, 2 skinless salmon fillets, cut into chunks, 140g low-fat crème fraîche, ½ low-salt vegetable stock cube, small bunch of chives snipped, 240g wholewheat fusilli, knob of butter, 1 large shallot finely chopped, 140g Birds Eye Frozen Garden Peas, 2 skinless salmon fillets, cut into chunks, 140g low-fat crème fraîche, ½ low-salt vegetable stock cube, small bunch of chives snipped"
https://www.bbcgoodfood.com/recipes/peanut-butter-noodles-with-tofu-veg,Peanut Butter Noodles With Tofu Veg,quick and easy,554.0,27.0g,5.0g,32.0g,6.0g,16.0g,37.0g,1.03g,"320g edamame beans frozen or fresh, 1 tbsp sesame oil, 4 garlic cloves sliced, 320g green beans sliced, 200g kale or cavolo nero, stalks removed, thinly sliced, 450g firm tofu cubed, 150g wholemeal noodles, spring onions and red chilli, sliced, to serve (optional), 2 tbsp black and white sesame seeds to serve"
https://www.bbcgoodfood.com/recipes/peanut-butter-stuffed-french-toast,Peanut Butter Stuffed French Toast,breakfast,695.0,27.0g,5.0g,85.0g,21.0g,5.0g,24.0g,1.8g,"800g loaf white farmhouse bread, 4 tbsp smooth peanut butter, 3 eggs, 1 tbsp sugar, 50ml whole milk, pinch of ground cinnamon, 1 tsp vanilla extract, 4 tbsp vegetable oil, 5 tbsp condensed milk"
https://www.bbcgoodfood.com/recipes/perfect-scrambled-eggs-recipe,Perfect Scrambled Eggs Recipe,breakfast,377.0,33.0g,17.0g,2.0g,2.0g,0.0g,18.98g,0.6g,"2 large free range eggs, 6 tbsp single cream or full cream milk, a knob of butter"
https://www.bbcgoodfood.com/recipes/pesto-salmon-bean-gratins,Pesto Salmon Bean Gratins,batch cooking,793.0,44.0g,12.0g,41.0g,6.0g,9.0g,53.0g,1.6g,"100g baby spinach, 3 x 400g cans cannellini beans drained, 300g cherry tomatoes halved, 2 tbsp olive oil, 1 lemon zested and juiced, 6 tbsp soft cheese, 4 tbsp pesto, 150g breadcrumbs, 40g parmesan grated, 3 tbsp pine nuts, 6 salmon fillets, skin removed, crusty bread to serve (optional)"
https://www.bbcgoodfood.com/recipes/pineapple-fried-rice,Pineapple Fried Rice,dinner,301.0,9.0g,2.0g,44.0g,13.0g,4.0g,9.0g,0.8g,"1½ tbsp sunflower or vegetable oil, 2 eggs beaten, 2 garlic cloves crushed, small bunch of spring onions chopped, 1⁄2 tsp Chinese five-spice powder, 400g cooked long-grain rice, 85g frozen peas, 2 tsp sesame oil, 2 tbsp low-salt soy sauce, 400g fresh pineapple roughly chopped into chunks (about 1⁄2 medium pineapple)"
https://www.bbcgoodfood.com/recipes/piri-piri-chicken-smashed-sweet-potatoes-broccoli,Piri Piri Chicken Smashed Sweet Potatoes Broccoli,dinner,662.0,23.0g,6.0g,74.0g,40.0g,15.0g,32.0g,2.1g,"3 large sweet potatoes (about 900g), peeled and cut into large chunks, oil for drizzling, 6-8 chicken thighs, skin left on, 2 red onions cut into wedges, 25g sachet piri-piri spice mix (or a mild version, if you like), 300g long-stem broccoli"
https://www.bbcgoodfood.com/recipes/poached-eggs,Poached Eggs,breakfast,74.0,5.0g,2.0g,0.0g,0.0g,0.0g,7.0g,0.15g,"1 tbsp white wine vinegar, eggs as many as you want to poach"
https://www.bbcgoodfood.com/recipes/poached-eggs-smoked-salmon-and-bubble-squeak,Poached Eggs Smoked Salmon And Bubble Squeak,breakfast,310.0,13.0g,2.0g,29.0g,5.0g,4.0g,19.0g,2.0g,"1 tbsp rapeseed oil, 140g white cabbage finely chopped, 2 spring onions finely sliced, 300g whole new potato, 1 tbsp snipped chives, 2 medium eggs at room temperature, 75g smoked salmon"
https://www.bbcgoodfood.com/recipes/pork-apple-burgers,Pork Apple Burgers,quick and easy,364.0,18.0g,5.0g,32.0g,8.0g,5.0g,15.0g,1.5g,"300g sausagemeat, 4 wholemeal burger buns, 4 tsp onion marmalade, 2 apples cored and thinly sliced, 2 handfuls rocket, 2 tsp mayonnaise, a little English mustard (optional), sweet potato wedges to serve (optional)"
https://www.bbcgoodfood.com/recipes/pork-chop-with-creamy-leeks,Pork Chop With Creamy Leeks,dinner,481.0,38.0g,18.0g,4.0g,3.0g,2.0g,29.0g,0.4g,"4 thick-cut pork chops, 2 tsp olive oil, 2 large leeks cut into 1cm-thick discs, 300ml single cream, 50g parmesan grated"
https://www.bbcgoodfood.com/recipes/pork-chops-mustardy-butter-beans,Pork Chops Mustardy Butter Beans,dinner,610.0,37.0g,12.0g,22.0g,7.0g,9.0g,43.0g,0.8g,"2 tbsp olive oil, 1 onion finely sliced, 1 small garlic clove crushed, 400g can butter beans drained and rinsed, 100ml chicken stock, 200g spinach, 3 tbsp crème fraîche, ½ tbsp wholegrain mustard, 2 pork chops"
https://www.bbcgoodfood.com/recipes/pork-goulash-herby-dumplings,Pork Goulash Herby Dumplings,batch cooking,476.0,25.0g,10.0g,27.0g,5.0g,2.0g,38.0g,0.84g,"2 tbsp olive oil, 1 ½kg pork tenderloin cut into strips, 2 onions cut into thin wedges, 4 garlic cloves crushed, 1-2 tbsp smoked paprika, 500ml beef stock, 2 x cans chopped tomato, 1 tbsp sugar, 3 peppers chopped"
https://www.bbcgoodfood.com/recipes/pork-souvlaki,Pork Souvlaki,dinner,210.0,8.0g,2.0g,8.0g,8.0g,5.0g,25.0g,0.3g,"400g lean pork shoulder, cut into 2cm chunks, 1 tbsp olive oil, ½ tbsp dried oregano, 1 lemon zested and juiced, ½ tsp hot paprika, 100ml fat-free yogurt, 1 small garlic clove grated, ½ cucumber trimmed and grated, 2 red peppers deseeded and cut into chunks, 2 Little Gem lettuce leaves separated, chilli sauce to serve (optional), flatbreads warmed, to serve (optional)"
https://www.bbcgoodfood.com/recipes/potato-fritters,Potato Fritters,breakfast,589.0,32.0g,7.0g,53.0g,5.0g,7.0g,19.0g,0.4g,"800g (3 large) potatoes peeled, 1 onion, 3 tbsp plain flour, 2 eggs lightly beaten, 3 tbsp vegetable oil, 4 tbsp soured cream, 1 ripe avocado thinly sliced, 4 eggs fried, 4 spring onions trimmed and finely sliced"
