url,title,meal_type,kcal,fat,saturates,carbs,sugars,fibre,protein,salt,ingredients
https://www.bbcgoodfood.com/recipes/fajita-style-pasta,Fajita Style Pasta,dinner,395.0,14.0g,5.0g,41.0g,6.0g,5.0g,23.0g,0.12g,"2 tbsp olive oil, 2 large skinless chicken breasts cut into strips, 1 onion thinly sliced, 1 red pepper deseeded and sliced, 1 yellow pepper deseeded and sliced, 1 garlic clove crushed, 1⁄4 tsp chilli powder, 1 heaped tsp sweet smoked paprika, 1⁄2 tsp dried oregano, 1 tsp ground coriander, 1⁄2 tsp ground cumin, 3 tbsp tomato purée, 80ml double cream, 350g penne or rigatoni pasta, 1⁄2 small bunch of flat-leaf parsley finely chopped, grated parmesan or cheddar, to serve"
https://www.bbcgoodfood.com/recipes/falafel-burgers-0,Falafel Burgers 0,quick and easy,175.0,8.0g,1.0g,18.0g,1.0g,4.0g,6.0g,0.4g,"400g can chickpeas rinsed and drained, 1 small red onion roughly chopped, 1 garlic clove chopped, handful of flat-leaf parsley or curly parsley, 1 tsp ground cumin, 1 tsp ground coriander, ½ tsp harissa paste or chilli powder, 2 tbsp plain flour, 2 tbsp sunflower oil, toasted pitta bread to serve, 200g tub tomato salsa to serve, green salad to serve"
https://www.bbcgoodfood.com/recipes/family-breakfast-station,Family Breakfast Station,breakfast,830.0,47.0g,20.0g,57.0g,15.0g,6.0g,42.0g,3.7g,"12 smoked or unsmoked bacon rashers, 200g natural yogurt, drizzle of honey, large handful of strawberries (we halved the strawberries), 250g soft cheese, 250g smoked salmon, small handful of lemon wedges, 1 avocado peeled, halved, stoned and sliced, knob of butter, 10 eggs beaten, 50ml double cream, small bunch of chives, 6 croissants warmed, 6 bagels of your choice, toasted"
https://www.bbcgoodfood.com/recipes/fastest-ever-lemon-pudding,Fastest Ever Lemon Pudding,quick and easy,457.0,25.0g,14.0g,55.0g,34.0g,1.0g,6.0g,0.75g,"100g caster sugar, 100g softened butter, 100g self-raising flour, 2 eggs, zest of 1 lemon, 1 tsp vanilla essence, 4 tbsp lemon curd, crème fraîche or ice cream, to serve"
https://www.bbcgoodfood.com/recipes/feel-good-pasta-soup,Feel Good Pasta Soup,dinner,452.0,15.0g,3.0g,54.0g,8.0g,12.0g,19.0g,0.9g,"1 tbsp olive oil, 1 onion chopped, 3 rosemary sprigs chopped, 3 large garlic cloves crushed, 2 tbsp tomato purée, pinch of chilli flakes plus extra to serve (optional), 400g can chopped tomatoes, 2 x 400g cans chickpeas drained, 150g short pasta such as tubetti or macaroni, 1 vegetable or chicken stock cube, 25g parmesan pecorino or vegetarian-style hard cheese, grated, plus a rind if you have one (see tip, below), 150g kale spinach or cavolo nero, tough stalks removed and roughly  chopped, 1 lemon zested, plus a squeeze of juice, 2 tbsp extra virgin olive oil"
https://www.bbcgoodfood.com/recipes/fish-chip-traybake,Fish Chip Traybake,dinner,396.0,9.0g,1.0g,37.0g,21.0g,8.0g,37.0g,0.6g,"2 large sweet potatoes cut into thin wedges, 1 tbsp rapeseed oil, 4 tbsp fat-free natural yogurt, 2 tbsp low-fat mayonnaise, 3 cornichons finely chopped, plus 1 tbsp of the brine, 1 shallot finely chopped, 1 tbsp finely chopped dill plus extra to serve, 300g frozen peas, 50ml milk, 1 tbsp finely chopped mint, 4 cod or pollock loin fillets, 1 lemon cut into wedges, to serve"
https://www.bbcgoodfood.com/recipes/fish-pie-mac-n-cheese,Fish Pie Mac N Cheese,dinner,504.0,22.0g,12.0g,47.0g,8.0g,5.0g,28.0g,1.1g,"650ml milk, 40g plain flour, 40g butter, 2 tsp Dijon mustard, 150g mature  cheddar grated, 180g frozen peas, handful of parsley chopped, 300g macaroni, 300g fish pie mix (smoked fish, white fish and salmon), green salad to serve (optional)"
https://www.bbcgoodfood.com/recipes/fish-tacos-2,Fish Tacos 2,dinner,665.0,36.0g,10.0g,48.0g,7.0g,11.0g,33.0g,1.6g,"1 tsp ground cumin, 1 tsp ground coriander, 2 tsp smoked paprika, 2 limes, 500g white fish fillets such as cod, haddock, pollack or tilapia, skin and bones removed, ¼ red cabbage, 2 large tomatoes, 2 large avocados, 2 tbsp vegetable oil, 8 small corn or wheat tortilla wraps, small bunch coriander chopped, 1 green chilli finely sliced, optional, 100g soured cream, chilli sauce to serve, 1 tsp ground cumin, 1 tsp ground coriander, 2 tsp smoked paprika, 2 limes, 500g white fish fillets such as cod, haddock, pollack or tilapia, skin and bones removed, ¼ red cabbage, 2 large tomatoes, 2 large avocados, 2 tbsp vegetable oil, 8 small corn or wheat tortilla wraps, small bunch coriander chopped, 1 green chilli finely sliced, optional, 100g soured cream, chilli sauce to serve"
https://www.bbcgoodfood.com/recipes/five-bean-chilli,Five Bean Chilli,batch cooking,439.0,8.0g,1.0g,69.0g,10.0g,14.0g,16.0g,0.04g,"1½ tbsp rapeseed oil, 1 onion sliced, 2 peppers sliced, 2 garlic cloves crushed, 1 tbsp ground cumin, 1 tbsp ground coriander, 2 tsp hot smoked paprika, 400g can chopped tomatoes, 400g can mixed beans drained, 400g can black beans drained, pinch of sugar, 250g brown rice, ½ small bunch coriander chopped, soured cream or guacamole, to serve (optional)"
https://www.bbcgoodfood.com/recipes/fragrant-lemongrass-coconut-chicken-stir-fry,Fragrant Lemongrass Coconut Chicken Stir Fry,dinner,494.0,15.0g,5.0g,44.0g,12.0g,8.0g,41.0g,1.6g,"1 lemongrass stick, outer husk removed, finely chopped (see tip, below), 15g ginger peeled and grated, 2 garlic cloves crushed, 1 lime juiced, 2 tsp light brown soft sugar, 2 tbsp reduced-salt light soy sauce, 60ml coconut water (or use water), 1 bird's-eye chilli finely chopped (optional), 1 tbsp rapeseed oil, 1 courgette chopped, 2 chicken breasts thinly sliced, 200g sugar snap peas trimmed, 15g desiccated coconut, 250g pouch microwave wholegrain rice"
https://www.bbcgoodfood.com/recipes/friday-night-fish-pie,Friday Night Fish Pie,batch cooking,562.0,24.0g,13.0g,45.0g,9.0g,3.0g,45.0g,2.25g,"1½kg potato chopped into chunks, 50g butter"
https://www.bbcgoodfood.com/recipes/fridge-raid-fried-rice,Fridge Raid Fried Rice,quick and easy,388.0,20.0g,3.0g,29.0g,7.0g,7.0g,20.0g,0.6g,"2 tbsp vegetable oil, 1 white onion finely chopped, 1 carrot finely chopped, 100g green beans chopped, 1 red or yellow pepper finely chopped, ½ medium broccoli chopped into small florets, 150g cooked chicken (or any other meat), roughly chopped, optional, 300g cold cooked rice, 2 eggs beaten, 1 tbsp sesame oil, 1 tbsp oyster sauce, 1 spring onion finely sliced, 1 tsp toasted sesame seeds"
https://www.bbcgoodfood.com/recipes/fried-bread,Fried Bread,breakfast,189.0,16.0g,5.0g,10.0g,1.0g,1.0g,2.0g,0.22g,"2 tbsp neutral-tasting oil (grapeseed or sunflower work well), or 40g lard, 2 slices thick white bread"
https://www.bbcgoodfood.com/recipes/full-english-frittata-smoky-beans,Full English Frittata Smoky Beans,breakfast,268.0,6.0g,2.0g,27.0g,7.0g,9.0g,26.0g,3.3g,"2 low-fat  sausages sliced, 4 rashers extra lean bacon all fat removed, chopped, 150g pack button mushroom halved, or larger ones quartered, 8 egg whites or use 350ml liquid egg whites from a carton, 3 tbsp milk, 140g cherry tomato halved, 2 x 400g cans reduced salt and sugar baked beans, 1 ½ tsp smoked paprika, small bunch chives snipped"
https://www.bbcgoodfood.com/recipes/full-english-potato-cake,Full English Potato Cake,breakfast,448.0,23.0g,7.0g,42.0g,3.0g,4.0g,18.0g,1.8g,"1 ½kg potato diced into 1cm chunks, 4 tbsp olive oil plus extra for drizzling, 6 spring onions finely chopped, 2 thyme sprigs, leaves stripped, plus 1 sprig left whole, 25g butter melted, plus extra for greasing, 12 rashers  streaky bacon, 3 large  plum tomatoes halved, cracked  black pepper, 6 medium eggs, buttered  toast to serve, brown and tomato sauce, tea and  orange juice to serve (optional)"
https://www.bbcgoodfood.com/recipes/fuss-free-lasagne,Fuss Free Lasagne,batch cooking,847.0,48.0g,25.0g,65.0g,17.0g,5.0g,43.0g,1.58g,"250g mozzarella drained and grated, 18-20 no cook lasagne sheets, 85g block parmesan grated"
https://www.bbcgoodfood.com/recipes/german-cheese-bacon-pancakes,German Cheese Bacon Pancakes,quick and easy,545.0,44.0g,22.0g,17.0g,5.0g,2.0g,18.0g,2.01g,"200g pack diced smoked bacon lardons, 200ml crème fraîche, pinch of ground nutmeg, 1 tsp caraway seeds (optional), 4 pre-made large pancakes, 2 shallots finely sliced, 50g finely grated gruyère, 1 whole cucumber peeled, halved and sliced, 2 tbsp white wine vinegar, 2 tbsp chopped fresh dill"
https://www.bbcgoodfood.com/recipes/ginger-vanilla-pears-porridge-topper,Ginger Vanilla Pears Porridge Topper,breakfast,494.0,8.0g,3.0g,92.0g,58.0g,8.0g,10.0g,0.2g,"1 vanilla bean pod halved, 20g ginger peeled and grated, 1 cinnamon stick, 150g caster sugar, 1 lemon juiced, 4 pears peeled, halved and cored"
https://www.bbcgoodfood.com/recipes/gluten-free-salmon-pasta,Gluten Free Salmon Pasta,dinner,587.0,15.0g,7.0g,86.0g,3.0g,6.0g,24.0g,2.1g,"1 gluten-free vegetable stock cube, 200g gluten-free pasta such as penne or fusilli, 100g green beans trimmed, 100g smoked salmon slices roughly chopped, 50g baby spinach, 1 spring onion finely sliced, 50g soft cheese (ensure it’s gluten-free), ½-1 lemon juiced, 1 tbsp grated parmesan"
https://www.bbcgoodfood.com/recipes/gnocchi-cacio-e-pepe,Gnocchi Cacio E Pepe,dinner,424.0,21.0g,14.0g,41.0g,2.0g,4.0g,15.0g,1.6g,"300g gnocchi, 2 tbsp unsalted butter, 60g parmesan or vegetarian alternative, finely grated, 2 tsp black pepper, salad leaves to serve (optional)"
https://www.bbcgoodfood.com/recipes/gnocchi-fish-pie,Gnocchi Fish Pie,dinner,435.0,14.0g,6.0g,44.0g,9.0g,7.0g,29.0g,1.4g,"350g gnocchi, 200ml semi-skimmed milk, 2 tbsp cornflour, 400g fish pie mix or a mix of salmon, smoked haddock and prawns, 4 spring onions sliced, 1 tbsp chopped chives or 1/2 tbsp finely chopped tarragon, 150ml reduced-fat  crème fraîche, 1 tsp capers drained, 200g frozen  peas, 1 tsp olive oil, 250g long-stem  broccoli or green beans, steamed, to serve, 350g gnocchi, 200ml semi-skimmed milk, 2 tbsp cornflour, 400g fish pie mix or a mix of salmon, smoked haddock and prawns, 4 spring onions sliced, 1 tbsp chopped chives or 1/2 tbsp finely chopped tarragon, 150ml reduced-fat  crème fraîche, 1 tsp capers drained, 200g frozen  peas, 1 tsp olive oil, 250g long-stem  broccoli or green beans, steamed, to serve"
https://www.bbcgoodfood.com/recipes/gnocchi-roasted-red-pepper-sauce,Gnocchi Roasted Red Pepper Sauce,quick and easy,349.0,10.0g,5.0g,50.0g,10.0g,6.0g,13.0g,1.3g,"500g pack gnocchi, ½ batch roasted red pepper sauce (see 'Goes well with…' below), 125g ball mozzarella, 2 handfuls breadcrumbs"
https://www.bbcgoodfood.com/recipes/good-you-granola,Good You Granola,breakfast,273.0,13.0g,3.0g,30.0g,14.0g,3.0g,7.0g,0.02g,"2 tbsp vegetable oil, 125ml maple syrup, 2 tbsp honey, 1 tsp vanilla extract, 300g rolled oats, 50g sunflower seed, 4 tbsp sesame seeds, 50g pumpkin seeds, 100g flaked almond, 100g dried berries (find them in the baking aisle), 50g coconut flakes or desiccated coconut"
https://www.bbcgoodfood.com/recipes/greek-style-beans,Greek Style Beans,quick and easy,254.0,10.0g,3.0g,26.0g,10.0g,10.0g,12.0g,0.41g,"2 tbsp olive oil, 1 large red onion finely chopped, 3 garlic cloves finely chopped, 1½ tsp dried oregano, 2 tbsp tomato purée, 400g can chopped tomatoes, 300ml low-salt vegetable stock, ½ tsp caster sugar, 2 x 400g can butter beans drained and rinsed, ½ lemon juiced, 50g feta crumbled, small handful of dill finely chopped, toasted sourdough to serve"
https://www.bbcgoodfood.com/recipes/green-chicken-salad,Green Chicken Salad,quick and easy,371.0,30.0g,5.0g,6.0g,5.0g,2.0g,19.0g,0.7g,"1 small red onion finely chopped, 1 lemon juiced, 1 small rotisserie chicken around 250g meat, picked and shredded, 4 sticks celery finely chopped, 4 spring onions finely sliced, ½ large cucumber deseeded and finely chopped, 6 cornichons roughly chopped, 1 green pepper deseeded and cut into 1/2cm cubes, large handful of soft herbs (we used dill and parsley), roughly chopped, toasted sourdough to serve"
https://www.bbcgoodfood.com/recipes/green-goddess-bowl-with-crispy-sesame-tofu,Green Goddess Bowl With Crispy Sesame Tofu,dinner,749.0,35.0g,7.0g,64.0g,10.0g,16.0g,36.0g,0.73g,"1 tbsp soy sauce, 1 egg beaten, 3 tbsp flour, 75g black and white sesame seeds, 450g tofu thoroughly dried using kitchen paper, and cut into strips, 2 x 250g pouches of ready-cooked quinoa, ½ white cabbage shredded, 160g edamame, 1 green apple cut into matchsticks, chilli flakes to serve (optional)"
https://www.bbcgoodfood.com/recipes/green-spirulina-smoothie,Green Spirulina Smoothie,breakfast,176.0,11.0g,2.0g,11.0g,8.0g,3.0g,7.0g,0.2g,"½ small avocado peeled and stoned, 1 tsp spirulina powder, 50g baby spinach, ¼ cucumber roughly chopped, 1 lime zested and juiced, 10g mint plus a sprig to garnish (optional), 75ml apple juice (not from concentrate), chilled, 1 tsp honey (optional)"
https://www.bbcgoodfood.com/recipes/halloumi-bulghar-chickpea-rocket-salad,Halloumi Bulghar Chickpea Rocket Salad,quick and easy,531.0,27.0g,12.0g,47.0g,1.0g,3.0g,23.0g,2.3g,"200g bulgur wheat, 250g pack halloumi cheese cut into 8 slices, 5 tbsp olive oil, zest and juice 2  limes, 1 tsp sweet paprika, 400g can  chickpea drained and rinsed, 70g bag rocket"
https://www.bbcgoodfood.com/recipes/halloumi-pasta,Halloumi Pasta,dinner,371.0,11.0g,6.0g,48.0g,9.0g,9.0g,16.0g,1.1g,"250g wholemeal penne, 1 tsp rapeseed oil, 120g halloumi halved through the seam and cut into cubes, 325g baby plum tomatoes on the vine, halved, 320g courgettes cut into cubes, 3 garlic cloves finely grated, 400g can chopped tomatoes, 6 pitted Kalamata olives quartered, 1 tsp dried oregano, 10g parsley chopped"
https://www.bbcgoodfood.com/recipes/ham-potato-hash-baked-beans-healthy-fried-eggs,Ham Potato Hash Baked Beans Healthy Fried Eggs,breakfast,499.0,15.0g,4.0g,49.0g,10.0g,13.0g,37.0g,3.6g,"600g potato diced, 1 Cal cooking spray for frying, 2 leeks trimmed, washed and sliced, 175g lean ham weighed after trimming and discarding any fat, chopped, 2 tbsp wholegrain mustard, 5 eggs, 2 x 415g cans reduced sugar & salt baked beans"
https://www.bbcgoodfood.com/recipes/harissa-beef-tomato-bulgur,Harissa Beef Tomato Bulgur,batch cooking,603.0,20.0g,4.0g,69.0g,15.0g,13.0g,30.0g,0.8g,"1 tbsp olive oil, 1 red onion finely chopped, 300g butternut squash chopped, 2 tbsp tomato purée, 2 tsp ground cumin, ½ tsp ground cinnamon, 250g bulgur wheat, 250g vine tomatoes roughly chopped, 800ml vegetable stock, 1-2 tbsp harissa (depending on how spicy you like it), 800g leftover ragu (see recipe below), small handful of mint leaves, 25g pine nuts toasted, lemon wedges and natural yogurt, to serve"
https://www.bbcgoodfood.com/recipes/harissa-fish-with-bulgur-salad,Harissa Fish With Bulgur Salad,dinner,430.0,15.0g,2.0g,35.0g,12.0g,5.0g,35.0g,1.0g,"100g bulgur wheat, ½ small cucumber deseeded and finely chopped, 100g cherry tomatoes quartered, 25g pitted green olives, small handful of parsley finely chopped, 2tbsp rose harissa, 2tsp honey, 1 garlic clove crushed, ½ lemon juiced, 2tbsp olive oil, ½ red onion finely sliced, 2 x 120g skinless, boneless white fish fillets, such as cod or haddock"
https://www.bbcgoodfood.com/recipes/hash-browns-gruyere-pancetta,Hash Browns Gruyere Pancetta,breakfast,356.0,17.0g,6.0g,35.0g,2.0g,4.0g,15.0g,0.9g,"800g Maris Piper or King Edward potatoes, 1 ½ tbsp olive oil, 1 small onion finely diced, 2 garlic cloves, 75g pancetta diced, 50g gruyère grated, small pack parsley chopped, 2 large eggs lightly beaten, roasted cherry tomatoes and mushrooms, to serve (optional)"
https://www.bbcgoodfood.com/recipes/healthier-veggie-carbonara,Healthier Veggie Carbonara,quick and easy,552.0,20.0g,9.0g,59.0g,4.0g,8.0g,29.0g,0.8g,"4 medium courgettes (use a mix of yellow and green if you can get them), 300g spaghetti, 3 large egg yolks, 160g vegetarian parmesan-style cheese, 1 tbsp olive oil, small bunch fresh lemon thyme or thyme, leaves picked, 200g chestnut mushrooms roughly chopped, 4 garlic cloves crushed, small bunch flat-leaf parsley chopped (optional), ½ lemon zested and juiced"
https://www.bbcgoodfood.com/recipes/healthy-egg-chips,Healthy Egg Chips,breakfast,218.0,10.0g,2.0g,22.0g,1.0g,2.0g,11.0g,0.24g,"500g potatoes diced, 2 shallots sliced, 1 tbsp olive oil, 2 tsp dried crushed oregano or 1 tsp fresh leaves, 200g small mushroom, 4 eggs"
https://www.bbcgoodfood.com/recipes/healthy-ragu,Healthy Ragu,batch cooking,493.0,9.0g,2.0g,62.0g,20.0g,13.0g,36.0g,2.3g,"1 tbsp rapeseed oil, 2 large onions (320g), halved or quartered, then sliced, 3 large garlic cloves finely grated, 500g 5% fat steak mince, 500g carton passata, 3 carrots (320g), finely chopped, 1 tbsp thyme leaves, 1 tbsp vegetable bouillon powder, ½ tsp ground white pepper, 200g frozen peas, 4 jacket potatoes to serve"
https://www.bbcgoodfood.com/recipes/healthy-tikka-masala,Healthy Tikka Masala,dinner,365.0,17.0g,1.0g,13.0g,10.0g,4.0g,38.0g,0.3g,"1 large onion chopped, 4 large garlic cloves, thumb-sized piece of ginger, 2 tbsp rapeseed oil, 4 small skinless chicken breasts, cut into chunks, 2 tbsp tikka spice powder, 1 tsp cayenne pepper, 400g can chopped tomatoes, 40g ground almonds, 200g spinach, 3 tbsp fat-free natural yogurt, ½ small bunch of coriander chopped, brown basmati rice to serve"
https://www.bbcgoodfood.com/recipes/help-yourself-tuna-rice-salad,Help Yourself Tuna Rice Salad,quick and easy,328.0,10.0g,2.0g,49.0g,5.0g,2.0g,14.0g,0.22g,"approx 900g/2lb cold cooked rice (about 400g/14oz uncooked rice), 400g tuna in springwater, 200g frozen petits pois defrosted, 2 red peppers peeled with a potato peeler, deseeded and diced, 3 tomatoes chopped into small chunks, 5 spring onions finely sliced, bunch flat-leaf parsley chopped, large handful stoned green olives roughly chopped (optional), 4 tbsp mayonnaise, juice 1 lemon, 2 tbsp extra-virgin olive oil"
https://www.bbcgoodfood.com/recipes/herby-fish-fingers-chinese-style-rice,Herby Fish Fingers Chinese Style Rice,dinner,487.0,14.0g,2.0g,47.0g,7.0g,7.0g,40.0g,1.14g,"100g brown basmati rice, 160g frozen peas, 50g French beans, 3 spring onions finely chopped, ½ tsp dried chilli flakes, good handful coriander roughly chopped, 2 tsp tamari, few drops sesame oil, 1 tbsp cold-pressed rapeseed oil, 2 large eggs, 280g pack skinless cod loins cut into chunky strips (cut into 4 strips per loin)"
https://www.bbcgoodfood.com/recipes/hob-table-moussaka,Hob Table Moussaka,quick and easy,529.0,39.0g,16.0g,11.0g,0.0g,3.0g,35.0g,2.31g,"2 tbsp olive oil, 1 large onion finely chopped, 2 garlic cloves finely chopped, 500g minced lamb, 400g/14oz can chopped plum tomatoes, 2 tbsp tomato purée, 2 tsp ground cinnamon, 200g/7oz jar chargrilled aubergines in olive oil, drained and chopped, 200g/7oz pack feta cheese crumbled, 3 tbsp fresh mint chopped"
https://www.bbcgoodfood.com/recipes/hoisin-mackerel-pancakes,Hoisin Mackerel Pancakes,quick and easy,393.0,22.0g,4.0g,24.0g,9.0g,3.0g,24.0g,0.9g,"3 mackerel fillets, all bones removed, cut into finger-length strips, 2 tbsp hoisin sauce plus extra for dipping, 4 spring onions, ½ cucumber, 2 Little Gem lettuces, 1 tsp vegetable oil, 10 Chinese pancakes (available from Waitrose, Asian supermarkets or Chinese takeaways)"
https://www.bbcgoodfood.com/recipes/honey-chicken,Honey Chicken,quick and easy,333.0,6.0g,0.1g,35.0g,26.0g,1.0g,36.0g,3.28g,"4 chicken breasts (about 600g), trimmed and cut into 2-3cm cubes, 2 tbsp plain flour, 40g piece of ginger peeled and finely grated, 4 garlic cloves finely chopped, 6 tbsp soy sauce, 5 tbsp honey, ½-1 lemon, juiced, 1 tbsp sunflower, vegetable, rice bran or rapeseed oil, cooked rice and steamed broccoli, to serve (optional)"
https://www.bbcgoodfood.com/recipes/honey-mustard-sausages-tomatoes-eggs,Honey Mustard Sausages Tomatoes Eggs,breakfast,454.0,28.0g,9.0g,33.0g,7.0g,2.0g,21.0g,2.35g,"a little  butter for the dish, 18 chipolatas (or thick cut bacon), 250g large cherry tomatoes some halved, others left whole, 1 tbsp wholegrain mustard, 1 tbsp honey, 12 slices French bread, 6 eggs, a few chives snipped"
https://www.bbcgoodfood.com/recipes/honey-sesame-orange-king-prawns,Honey Sesame Orange King Prawns,quick and easy,444.0,13.0g,2.0g,66.0g,14.0g,2.0g,15.0g,1.7g,"2 tsp sesame oil, 1 large orange zested and juiced, 3 tbsp honey, 2 tbsp low-salt soy sauce, 1 tbsp rice vinegar, 3 tbsp cornflour, 2 tbsp sesame seeds, generous pinch of Chinese five-spice powder, 300g raw king prawns, 3 tbsp sunflower or vegetable oil, 1 garlic clove thinly sliced, 2 spring onions sliced, 200g long-grain rice cooked, to serve"
https://www.bbcgoodfood.com/recipes/italian-cottage-pie,Italian Cottage Pie,batch cooking,791.0,40.0g,15.0g,46.0g,12.0g,5.0g,61.0g,2.83g,"700g floury potatoes sliced, 25g butter, 50g grated parmesan, 140g pancetta or streaky bacon, cut into strips, 2 oregano sprigs, leaves stripped, or 2 tsp dried oregano, ½ quantity beef with red wine & carrots (see 'Goes well with')"
https://www.bbcgoodfood.com/recipes/italian-stuffed-chicken,Italian Stuffed Chicken,quick and easy,332.0,18.0g,9.0g,5.0g,4.0g,0.0g,37.0g,1.17g,"2 tbsp chopped olives or sundried tomatoes - whatever you've got, 1 garlic clove crushed, ½ tsp dried mixed herbs, 200g tub full-fat soft cheese, 4 plump boneless, skinless chicken breasts, 4 ripe tomatoes sliced, olive oil for drizzling"
https://www.bbcgoodfood.com/recipes/italian-vegetable-soup,Italian Vegetable Soup,batch cooking,215.0,6.0g,3.0g,30.0g,12.0g,5.0g,11.0g,1.06g,"2 each of onions and carrots, chopped, 4 sticks celery chopped, 1 tbsp olive oil, 2 tbsp sugar, 4 garlic cloves crushed, 2 tbsp tomato purée, 2 bay leaves, few sprigs thyme, 3 courgettes chopped, 400g can butter beans drained, 400g can chopped tomatoes, 1.2l vegetable stock, 100g parmesan or vegetarian equivalent, grated, 140g small pasta shapes, small bunch basil shredded"
https://www.bbcgoodfood.com/recipes/lamb-meatballs-green-tahini-tabbouleh,Lamb Meatballs Green Tahini Tabbouleh,quick and easy,502.0,23.0g,5.0g,46.0g,9.0g,9.0g,24.0g,0.92g,"2 tbsp tahini, 2 tbsp fat-free yogurt, ½ small bunch of parsley, 1 lemon juiced, ½ small garlic clove, ½ tbsp rapeseed oil, 10-12 ready-made lean lamb meatballs, 2 x 250g pouches mixed grains, 4 cooked beetroots chopped, 2 spring onions sliced, 200g baby tomatoes halved, 50g pitted black olives halved, 1 cucumber peeled and cubed, ½ tbsp za’atar"
https://www.bbcgoodfood.com/recipes/langos,Langos,breakfast,264.0,14.0g,7.0g,26.0g,2.0g,1.0g,7.0g,0.79g,"7g sachet fast-action dried yeast, 1 tsp caster sugar, 500g plain flour, ¼ tsp caraway seeds, 200ml milk, 200g soured cream, 1½ litres sunflower oil plus extra for proving and brushing"
https://www.bbcgoodfood.com/recipes/leek-kale-hash-with-sage-fried-eggs,Leek Kale Hash With Sage Fried Eggs,breakfast,431.0,26.0g,7.0g,32.0g,3.0g,5.0g,14.0g,0.4g,"800g Maris Piper potatoes cut into large chunks, 4 tbsp olive oil, 25g butter, 2 leeks finely sliced, 75g kale thick stalks finely chopped, leaves torn, 1 sage sprig, 3 garlic cloves finely sliced, grated parmesan or vegetarian alternative, to serve (optional)"
https://www.bbcgoodfood.com/recipes/macadamia-cranberry-american-cookies,Macadamia Cranberry American Cookies,batch cooking,149.0,8.0g,4.0g,18.0g,13.0g,0.0g,2.0g,0.14g,"3 x 200g/7oz white chocolate bars, chopped, 200g butter, 2 eggs, 100g light  muscovado sugar, 175g golden caster sugar, 2 tsp vanilla extract, 350g plain flour, 2 tsp baking powder, 1 tsp cinnamon, 100g dried cranberry, 100g macadamia nut chopped"
https://www.bbcgoodfood.com/recipes/manchurian-chicken,Manchurian Chicken,dinner,386.0,16.0g,2.0g,40.0g,4.0g,1.0g,21.0g,1.98g,"1 egg white (save the yolk for another recipe), 2 tsp soy sauce, 2 tbsp cornflour, 350g boneless chicken thighs cut into strips, neutral oil for shallow frying, cooked egg noodles to serve (optional)"
https://www.bbcgoodfood.com/recipes/matcha-miso-pancakes,Matcha Miso Pancakes,breakfast,594.0,30.0g,17.0g,66.0g,26.0g,2.0g,13.0g,1.62g,"100ml milk, handful of spinach leaves (about 30g), 1 tbsp matcha powder, 200g self-raising flour, 1 tsp baking powder, 1 tbsp light brown soft sugar, 3 eggs lightly beaten, 2 tbsp unsalted butter, whipped cream to serve"
https://www.bbcgoodfood.com/recipes/meatball-black-bean-chilli,Meatball Black Bean Chilli,dinner,423.0,16.0g,4.0g,36.0g,21.0g,14.0g,24.0g,1.1g,"2 tbsp olive oil, 12 beef meatballs, 1 onion finely sliced, 2 mixed peppers sliced, ½ large bunch coriander leaves and stalks chopped, 2 large garlic cloves crushed, 1 tsp hot smoked paprika, 2 tsp ground cumin, 1 heaped tbsp light brown soft sugar, 2 x 400g cans chopped tomatoes, 2 x 400g cans black beans drained and rinsed, cooked rice to serve"
https://www.bbcgoodfood.com/recipes/meatball-garlic-bread-traybake,Meatball Garlic Bread Traybake,dinner,565.0,28.0g,13.0g,34.0g,19.0g,6.0g,42.0g,1.3g,"350g turkey thigh mince, 1 tsp dried oregano, 1 tsp fennel seeds, 1½ tbsp olive oil, 1 large onion chopped, 3 garlic cloves crushed, 1 tbsp tomato purée, 2 x 400g cans chopped tomatoes, 2 tsp sugar, 150g ball mozzarella torn into pieces, 4 garlic breadsticks or garlic bread slices, torn or chopped into chunks, 25g cheddar grated, green salad or spaghetti, to serve"
https://www.bbcgoodfood.com/recipes/meatball-tomato-soup,Meatball Tomato Soup,dinner,330.0,12.0g,3.0g,36.0g,14.0g,6.0g,17.0g,0.7g,"1½ tbsp rapeseed oil, 1 onion finely chopped, 2 red peppers deseeded and sliced, 1 garlic clove crushed, ½ tsp chilli flakes, 2 x 400g cans chopped tomatoes, 100g giant couscous, 500ml hot vegetable stock, 12 pork meatballs, 150g baby spinach, ½ small bunch of basil, grated parmesan to serve (optional)"
https://www.bbcgoodfood.com/recipes/meatballs-in-tomato-cardamom-lime-sauce,Meatballs In Tomato Cardamom Lime Sauce,batch cooking,362.0,25.0g,8.0g,10.0g,10.0g,3.0g,23.0g,0.6g,"400g 15% fat beef mince, 20g dill roughly chopped, ½ tsp bicarbonate of soda, 3 tbsp olive oil, 2 shallots finely chopped, 3 garlic cloves finely chopped, 1 green chilli finely chopped, 1 tbsp tomato purée, 2 x 400g cans chopped tomatoes, 2 tsp ground cardamom or 12 cardamom pods, opened and crushed, 1 lime zested and juiced, 1 tsp sugar plus a pinch, couscous rice or flatbreads, to serve"
