title,url,ingredient,quantity,note,kcal,fat,saturates,carbs,sugars,fibre,protein,salt
No title,https://www.bbcgoodfood.com/recipes/caesar-pitta,small skinless cooked chicken,1,"breast, or 80g cooked chicken, shredded",461,17,3,34,7,6,40,1.2
No title,https://www.bbcgoodfood.com/recipes/caesar-pitta,cucumber,¼ small,cubed,461,17,3,34,7,6,40,1.2
No title,https://www.bbcgoodfood.com/recipes/caesar-pitta,cherry tomatoes,3,halved,461,17,3,34,7,6,40,1.2
No title,https://www.bbcgoodfood.com/recipes/caesar-pitta,Little Gem lettuce,4,"leaves, shredded",461,17,3,34,7,6,40,1.2
No title,https://www.bbcgoodfood.com/recipes/caesar-pitta,wholemeal pitta,1,bread,461,17,3,34,7,6,40,1.2
No title,https://www.bbcgoodfood.com/recipes/fish-finger-wraps-pea-puree,fish fingers,6,,391,15,4,44,9,12,22,1.6
No title,https://www.bbcgoodfood.com/recipes/fish-finger-wraps-pea-puree,frozen pea,175g,,391,15,4,44,9,12,22,1.6
No title,https://www.bbcgoodfood.com/recipes/fish-finger-wraps-pea-puree,rapeseed oil,½ tbsp,,391,15,4,44,9,12,22,1.6
No title,https://www.bbcgoodfood.com/recipes/fish-finger-wraps-pea-puree,lemon juice,1 tbsp,plus wedges to serve,391,15,4,44,9,12,22,1.6
No title,https://www.bbcgoodfood.com/recipes/fish-finger-wraps-pea-puree,wholemeal & seed tortillas,2,,391,15,4,44,9,12,22,1.6
No title,https://www.bbcgoodfood.com/recipes/fish-finger-wraps-pea-puree,carrots,2,coarsely grated,391,15,4,44,9,12,22,1.6
No title,https://www.bbcgoodfood.com/recipes/fish-finger-wraps-pea-puree,cornichons,1-2,sliced,391,15,4,44,9,12,22,1.6
No title,https://www.bbcgoodfood.com/recipes/green-baked-eggs,cashews,75g,,606,35,12,35,6,10,33,1
No title,https://www.bbcgoodfood.com/recipes/green-baked-eggs,hot vegetable stock,350ml,,606,35,12,35,6,10,33,1
No title,https://www.bbcgoodfood.com/recipes/green-baked-eggs,"leftover coconut, curry leaf & turmeric saucy lentils (see step 1)",700g,,606,35,12,35,6,10,33,1
No title,https://www.bbcgoodfood.com/recipes/green-baked-eggs,spinach,260g,,606,35,12,35,6,10,33,1
No title,https://www.bbcgoodfood.com/recipes/green-baked-eggs,eggs,8,,606,35,12,35,6,10,33,1
No title,https://www.bbcgoodfood.com/recipes/green-baked-eggs,crusty bread or toasted flatbreads,,to serve,606,35,12,35,6,10,33,1
No title,https://www.bbcgoodfood.com/recipes/zingy-grapefruit-prawn-avocado-tamarind-salad,sesame oil,3 tbsp,,212,17,3,7,1,4,6,1.1
No title,https://www.bbcgoodfood.com/recipes/zingy-grapefruit-prawn-avocado-tamarind-salad,tamarind,1 tsp,,212,17,3,7,1,4,6,1.1
No title,https://www.bbcgoodfood.com/recipes/zingy-grapefruit-prawn-avocado-tamarind-salad,garlic clove,1 small,crushed,212,17,3,7,1,4,6,1.1
No title,https://www.bbcgoodfood.com/recipes/zingy-grapefruit-prawn-avocado-tamarind-salad,ginger,3cm piece of,peeled and finely grated,212,17,3,7,1,4,6,1.1
No title,https://www.bbcgoodfood.com/recipes/zingy-grapefruit-prawn-avocado-tamarind-salad,fish sauce,3 tsp,,212,17,3,7,1,4,6,1.1
No title,https://www.bbcgoodfood.com/recipes/zingy-grapefruit-prawn-avocado-tamarind-salad,limes,1-2,juiced,212,17,3,7,1,4,6,1.1
No title,https://www.bbcgoodfood.com/recipes/zingy-grapefruit-prawn-avocado-tamarind-salad,avocados,2 ripe,"stoned, peeled and thinly sliced",212,17,3,7,1,4,6,1.1
No title,https://www.bbcgoodfood.com/recipes/zingy-grapefruit-prawn-avocado-tamarind-salad,grapefruits,2 red,"peeled, pith removed, sliced into rounds",212,17,3,7,1,4,6,1.1
No title,https://www.bbcgoodfood.com/recipes/zingy-grapefruit-prawn-avocado-tamarind-salad,radishes,8,thinly sliced,212,17,3,7,1,4,6,1.1
No title,https://www.bbcgoodfood.com/recipes/zingy-grapefruit-prawn-avocado-tamarind-salad,king prawns,150g cooked,peeled,212,17,3,7,1,4,6,1.1
No title,https://www.bbcgoodfood.com/recipes/zingy-grapefruit-prawn-avocado-tamarind-salad,sesame seeds,2 tbsp,,212,17,3,7,1,4,6,1.1
No title,https://www.bbcgoodfood.com/recipes/zingy-grapefruit-prawn-avocado-tamarind-salad,coriander,½ small bunch of,leaves picked and torn,212,17,3,7,1,4,6,1.1
No title,https://www.bbcgoodfood.com/recipes/feta-semi-dried-tomato-omelette,olive oil,1 tsp,,266,20,7,5,4,1,18,1.8
No title,https://www.bbcgoodfood.com/recipes/feta-semi-dried-tomato-omelette,eggs,2,lightly beaten,266,20,7,5,4,1,18,1.8
No title,https://www.bbcgoodfood.com/recipes/feta-semi-dried-tomato-omelette,semi-dried tomatoes,4,roughly chopped,266,20,7,5,4,1,18,1.8
No title,https://www.bbcgoodfood.com/recipes/feta-semi-dried-tomato-omelette,feta cheese,25g,crumbled,266,20,7,5,4,1,18,1.8
No title,https://www.bbcgoodfood.com/recipes/feta-semi-dried-tomato-omelette,mixed salad leaves,,to serve,266,20,7,5,4,1,18,1.8
No title,https://www.bbcgoodfood.com/recipes/spicy-lime-mixed-bean-salad,limes,2,,363,13,2,43,9,13,12,1.94
No title,https://www.bbcgoodfood.com/recipes/spicy-lime-mixed-bean-salad,olive oil,1 tbsp,,363,13,2,43,9,13,12,1.94
No title,https://www.bbcgoodfood.com/recipes/spicy-lime-mixed-bean-salad,tajin or chilli powder,¼ tsp,,363,13,2,43,9,13,12,1.94
No title,https://www.bbcgoodfood.com/recipes/spicy-lime-mixed-bean-salad,mixed beans,400g can,drained,363,13,2,43,9,13,12,1.94
No title,https://www.bbcgoodfood.com/recipes/spicy-lime-mixed-bean-salad,cherry tomatoes,5,finely chopped,363,13,2,43,9,13,12,1.94
No title,https://www.bbcgoodfood.com/recipes/spicy-lime-mixed-bean-salad,sweetcorn,½ 198g can,(or use around 75g defrosted frozen sweetcorn),363,13,2,43,9,13,12,1.94
No title,https://www.bbcgoodfood.com/recipes/spicy-lime-mixed-bean-salad,red onion,½ small,"or a shallot, finely diced",363,13,2,43,9,13,12,1.94
No title,https://www.bbcgoodfood.com/recipes/spicy-lime-mixed-bean-salad,cucumber,¼,finely diced,363,13,2,43,9,13,12,1.94
No title,https://www.bbcgoodfood.com/recipes/spicy-lime-mixed-bean-salad,parsley,small handful of,finely chopped,363,13,2,43,9,13,12,1.94
No title,https://www.bbcgoodfood.com/recipes/spicy-lime-mixed-bean-salad,mint leaves,8,finely chopped,363,13,2,43,9,13,12,1.94
No title,https://www.bbcgoodfood.com/recipes/spicy-lime-mixed-bean-salad,corn tortilla chips,handful of,,363,13,2,43,9,13,12,1.94
No title,https://www.bbcgoodfood.com/recipes/spicy-lime-mixed-bean-salad,jalapeños,2 heaped tbsp sliced,,363,13,2,43,9,13,12,1.94
No title,https://www.bbcgoodfood.com/recipes/beetroot-humous-toasts-olives-mint,seeded wholemeal soda bread,2 slices,,381,12,3,47,11,11,16,1
No title,https://www.bbcgoodfood.com/recipes/beetroot-humous-toasts-olives-mint,can chickpeas,210g,drained,381,12,3,47,11,11,16,1
No title,https://www.bbcgoodfood.com/recipes/beetroot-humous-toasts-olives-mint,ready-cooked beetroot,200g,sliced,381,12,3,47,11,11,16,1
No title,https://www.bbcgoodfood.com/recipes/beetroot-humous-toasts-olives-mint,lemon juice,1 tbsp,,381,12,3,47,11,11,16,1
No title,https://www.bbcgoodfood.com/recipes/beetroot-humous-toasts-olives-mint,garlic clove,1 small,,381,12,3,47,11,11,16,1
No title,https://www.bbcgoodfood.com/recipes/beetroot-humous-toasts-olives-mint,rapeseed oil,1 tsp,,381,12,3,47,11,11,16,1
No title,https://www.bbcgoodfood.com/recipes/beetroot-humous-toasts-olives-mint,feta,30g,crumbled,381,12,3,47,11,11,16,1
No title,https://www.bbcgoodfood.com/recipes/beetroot-humous-toasts-olives-mint,Kalamata olives,6 pitted,halved,381,12,3,47,11,11,16,1
No title,https://www.bbcgoodfood.com/recipes/beetroot-humous-toasts-olives-mint,mint leaves,a few fresh,,381,12,3,47,11,11,16,1
No title,https://www.bbcgoodfood.com/recipes/lemony-tuna-asparagus-salad-box,large eggs,2,,279,10,3,12,4,7,33,1
No title,https://www.bbcgoodfood.com/recipes/lemony-tuna-asparagus-salad-box,asparagus,200g,"woody ends snapped off, spears halved",279,10,3,12,4,7,33,1
No title,https://www.bbcgoodfood.com/recipes/lemony-tuna-asparagus-salad-box,can tuna,160g,in spring water (no need to drain),279,10,3,12,4,7,33,1
No title,https://www.bbcgoodfood.com/recipes/lemony-tuna-asparagus-salad-box,small red onion,1,very finely chopped,279,10,3,12,4,7,33,1
No title,https://www.bbcgoodfood.com/recipes/lemony-tuna-asparagus-salad-box,cannellini bean,125g,"from a can, drained",279,10,3,12,4,7,33,1
No title,https://www.bbcgoodfood.com/recipes/lemony-tuna-asparagus-salad-box,zest and juice ½ lemon,,,279,10,3,12,4,7,33,1
No title,https://www.bbcgoodfood.com/recipes/lemony-tuna-asparagus-salad-box,fresh chopped dill,1 tbsp,,279,10,3,12,4,7,33,1
No title,https://www.bbcgoodfood.com/recipes/lemony-tuna-asparagus-salad-box,extra virgin olive oil,1 tsp,,279,10,3,12,4,7,33,1
No title,https://www.bbcgoodfood.com/recipes/citrussy-tofu-udon-shake-up-salad,firm tofu,240g,patted dry then cut into cubes,510,19,3,52,13,11,26,3.13
No title,https://www.bbcgoodfood.com/recipes/citrussy-tofu-udon-shake-up-salad,cornflour,1 tsp,,510,19,3,52,13,11,26,3.13
No title,https://www.bbcgoodfood.com/recipes/citrussy-tofu-udon-shake-up-salad,vegetable oil,1 tbsp,,510,19,3,52,13,11,26,3.13
No title,https://www.bbcgoodfood.com/recipes/citrussy-tofu-udon-shake-up-salad,straight-to-wok udon noodles,2 x 150g packs,,510,19,3,52,13,11,26,3.13
No title,https://www.bbcgoodfood.com/recipes/citrussy-tofu-udon-shake-up-salad,red pepper,1,finely sliced,510,19,3,52,13,11,26,3.13
No title,https://www.bbcgoodfood.com/recipes/citrussy-tofu-udon-shake-up-salad,spring onion,1,finely sliced,510,19,3,52,13,11,26,3.13
No title,https://www.bbcgoodfood.com/recipes/citrussy-tofu-udon-shake-up-salad,sugar snaps,75g,sliced into three,510,19,3,52,13,11,26,3.13
No title,https://www.bbcgoodfood.com/recipes/citrussy-tofu-udon-shake-up-salad,carrot,1,cut into ribbons,510,19,3,52,13,11,26,3.13
No title,https://www.bbcgoodfood.com/recipes/citrussy-tofu-udon-shake-up-salad,coriander,10g,roughly chopped,510,19,3,52,13,11,26,3.13
No title,https://www.bbcgoodfood.com/recipes/curried-pork-bulghar-salad,bulgur wheat,50g,,287,5,1,34,19,8,22,0.2
No title,https://www.bbcgoodfood.com/recipes/curried-pork-bulghar-salad,Madras curry powder,1 tsp,,287,5,1,34,19,8,22,0.2
No title,https://www.bbcgoodfood.com/recipes/curried-pork-bulghar-salad,cumin seeds,¼ tsp,(optional),287,5,1,34,19,8,22,0.2
No title,https://www.bbcgoodfood.com/recipes/curried-pork-bulghar-salad,vegetable bouillon,1 tsp,,287,5,1,34,19,8,22,0.2
No title,https://www.bbcgoodfood.com/recipes/curried-pork-bulghar-salad,medjool dates,2,sliced,287,5,1,34,19,8,22,0.2
No title,https://www.bbcgoodfood.com/recipes/curried-pork-bulghar-salad,spring onions,3,sliced,287,5,1,34,19,8,22,0.2
No title,https://www.bbcgoodfood.com/recipes/curried-pork-bulghar-salad,chopped mint,4 tsp,,287,5,1,34,19,8,22,0.2
No title,https://www.bbcgoodfood.com/recipes/curried-pork-bulghar-salad,handful coriander,,chopped,287,5,1,34,19,8,22,0.2
No title,https://www.bbcgoodfood.com/recipes/curried-pork-bulghar-salad,cucumber,¼,diced,287,5,1,34,19,8,22,0.2
No title,https://www.bbcgoodfood.com/recipes/curried-pork-bulghar-salad,tomatoes,2,cut into wedges,287,5,1,34,19,8,22,0.2
No title,https://www.bbcgoodfood.com/recipes/curried-pork-bulghar-salad,leftover cooked pork,120g,chopped,287,5,1,34,19,8,22,0.2
No title,https://www.bbcgoodfood.com/recipes/curried-pork-bulghar-salad,lemon,½,cut into wedges,287,5,1,34,19,8,22,0.2
No title,https://www.bbcgoodfood.com/recipes/tuna-asparagus-white-bean-salad,large bunch asparagus,1,,245,5,1,23,4,9,24,0.75
No title,https://www.bbcgoodfood.com/recipes/tuna-asparagus-white-bean-salad,cans tuna steaks,2 x,"in water, drained",245,5,1,23,4,9,24,0.75
No title,https://www.bbcgoodfood.com/recipes/tuna-asparagus-white-bean-salad,cans cannellini beans,2 x,"in water, drained",245,5,1,23,4,9,24,0.75
No title,https://www.bbcgoodfood.com/recipes/tuna-asparagus-white-bean-salad,red onion,1,very finely chopped,245,5,1,23,4,9,24,0.75
No title,https://www.bbcgoodfood.com/recipes/tuna-asparagus-white-bean-salad,capers,2 tbsp,,245,5,1,23,4,9,24,0.75
No title,https://www.bbcgoodfood.com/recipes/tuna-asparagus-white-bean-salad,olive oil,1 tbsp,,245,5,1,23,4,9,24,0.75
No title,https://www.bbcgoodfood.com/recipes/tuna-asparagus-white-bean-salad,red wine vinegar,1 tbsp,,245,5,1,23,4,9,24,0.75
No title,https://www.bbcgoodfood.com/recipes/tuna-asparagus-white-bean-salad,2 tbsp tarragon,,finely chopped,245,5,1,23,4,9,24,0.75
No title,https://www.bbcgoodfood.com/recipes/sesame-chicken-noodles,tahini,1 tbsp,,505,24,5,28,8,9,31,1.1
No title,https://www.bbcgoodfood.com/recipes/sesame-chicken-noodles,lime,1,juiced,505,24,5,28,8,9,31,1.1
No title,https://www.bbcgoodfood.com/recipes/sesame-chicken-noodles,soy sauce,2 tsp,,505,24,5,28,8,9,31,1.1
No title,https://www.bbcgoodfood.com/recipes/sesame-chicken-noodles,roasted garlic cloves,2,,505,24,5,28,8,9,31,1.1
No title,https://www.bbcgoodfood.com/recipes/sesame-chicken-noodles,sesame oil,1 tsp,,505,24,5,28,8,9,31,1.1
No title,https://www.bbcgoodfood.com/recipes/sesame-chicken-noodles,chilli flakes,½ tsp,plus extra to serve,505,24,5,28,8,9,31,1.1
No title,https://www.bbcgoodfood.com/recipes/sesame-chicken-noodles,cooked rice noodles,200g,,505,24,5,28,8,9,31,1.1
No title,https://www.bbcgoodfood.com/recipes/sesame-chicken-noodles,leftover roast chicken,200g,,505,24,5,28,8,9,31,1.1
No title,https://www.bbcgoodfood.com/recipes/sesame-chicken-noodles,roasted aubergine,1,,505,24,5,28,8,9,31,1.1
No title,https://www.bbcgoodfood.com/recipes/sesame-chicken-noodles,carrot,1,grated,505,24,5,28,8,9,31,1.1
No title,https://www.bbcgoodfood.com/recipes/sesame-chicken-noodles,cucumber,½,seeds removed and cut into half moons,505,24,5,28,8,9,31,1.1
No title,https://www.bbcgoodfood.com/recipes/sesame-chicken-noodles,mint,½ small pack,roughly chopped,505,24,5,28,8,9,31,1.1
No title,https://www.bbcgoodfood.com/recipes/coronation-chicken-salad,low-fat Greek yogurt,3 tbsp,,559,21,5,53,14,10,34,0.4
No title,https://www.bbcgoodfood.com/recipes/coronation-chicken-salad,curry powder,1 tsp,,559,21,5,53,14,10,34,0.4
No title,https://www.bbcgoodfood.com/recipes/coronation-chicken-salad,mango chutney,1 tsp,,559,21,5,53,14,10,34,0.4
No title,https://www.bbcgoodfood.com/recipes/coronation-chicken-salad,lemon,½,zested and cut into 2 wedges,559,21,5,53,14,10,34,0.4
No title,https://www.bbcgoodfood.com/recipes/coronation-chicken-salad,grain,250g pre-cooked,pouch,559,21,5,53,14,10,34,0.4
No title,https://www.bbcgoodfood.com/recipes/coronation-chicken-salad,leftover roast chicken,150g,,559,21,5,53,14,10,34,0.4
No title,https://www.bbcgoodfood.com/recipes/coronation-chicken-salad,roasted red onions,2,,559,21,5,53,14,10,34,0.4
No title,https://www.bbcgoodfood.com/recipes/coronation-chicken-salad,large courgette,1,peeled into ribbons,559,21,5,53,14,10,34,0.4
No title,https://www.bbcgoodfood.com/recipes/coronation-chicken-salad,coriander,1 small pack,roughly chopped,559,21,5,53,14,10,34,0.4
No title,https://www.bbcgoodfood.com/recipes/coronation-chicken-salad,flaked almonds,1 tbsp,,559,21,5,53,14,10,34,0.4
No title,https://www.bbcgoodfood.com/recipes/keep-it-green-sandwich,curly kale,25g,,443,27,5,32,2,10,11,1.8
No title,https://www.bbcgoodfood.com/recipes/keep-it-green-sandwich,sesame oil,½ tbsp,,443,27,5,32,2,10,11,1.8
No title,https://www.bbcgoodfood.com/recipes/keep-it-green-sandwich,tamari,½ tbsp,,443,27,5,32,2,10,11,1.8
No title,https://www.bbcgoodfood.com/recipes/keep-it-green-sandwich,small avocado,1,,443,27,5,32,2,10,11,1.8
No title,https://www.bbcgoodfood.com/recipes/keep-it-green-sandwich,juice 1 small lime,,,443,27,5,32,2,10,11,1.8
No title,https://www.bbcgoodfood.com/recipes/keep-it-green-sandwich,drained chickpeas,40g,,443,27,5,32,2,10,11,1.8
No title,https://www.bbcgoodfood.com/recipes/keep-it-green-sandwich,slices rye bread,2,,443,27,5,32,2,10,11,1.8
No title,https://www.bbcgoodfood.com/recipes/keep-it-green-sandwich,paprika,½ tsp,,443,27,5,32,2,10,11,1.8
No title,https://www.bbcgoodfood.com/recipes/deli-couscous,couscous,400g,,522,29,8,47,2,5,15,2.3
No title,https://www.bbcgoodfood.com/recipes/deli-couscous,vegetable stock,1 tbsp,powder,522,29,8,47,2,5,15,2.3
No title,https://www.bbcgoodfood.com/recipes/deli-couscous,olive oil,5 tbsp,,522,29,8,47,2,5,15,2.3
No title,https://www.bbcgoodfood.com/recipes/deli-couscous,garlic clove,1,finely chopped,522,29,8,47,2,5,15,2.3
No title,https://www.bbcgoodfood.com/recipes/deli-couscous,zest and juice 2 lemons,,,522,29,8,47,2,5,15,2.3
No title,https://www.bbcgoodfood.com/recipes/deli-couscous,feta cheese,200g,,522,29,8,47,2,5,15,2.3
No title,https://www.bbcgoodfood.com/recipes/deli-couscous,deli veggies such as roasted pepper,400g,"artichokes, sundried tomatoes or aubergines, cut into bite-sized pieces",522,29,8,47,2,5,15,2.3
No title,https://www.bbcgoodfood.com/recipes/deli-couscous,small bunch basil leaves,,(optional),522,29,8,47,2,5,15,2.3
No title,https://www.bbcgoodfood.com/recipes/little-gem-griddled-courgette-feta-shake-up-salad,courgette,1 small,sliced into rounds on the angle,385,33,20,8,8,4,12,1.3
No title,https://www.bbcgoodfood.com/recipes/little-gem-griddled-courgette-feta-shake-up-salad,extra virgin olive oil,2 tbsp,plus extra for griddling,385,33,20,8,8,4,12,1.3
No title,https://www.bbcgoodfood.com/recipes/little-gem-griddled-courgette-feta-shake-up-salad,white wine vinegar,2 tsp,or lemon  juice,385,33,20,8,8,4,12,1.3
No title,https://www.bbcgoodfood.com/recipes/little-gem-griddled-courgette-feta-shake-up-salad,honey,½ tsp,,385,33,20,8,8,4,12,1.3
No title,https://www.bbcgoodfood.com/recipes/little-gem-griddled-courgette-feta-shake-up-salad,feta,50g,crumbled,385,33,20,8,8,4,12,1.3
No title,https://www.bbcgoodfood.com/recipes/little-gem-griddled-courgette-feta-shake-up-salad,pine nuts,1 tbsp toasted,or pumpkin seeds (optional),385,33,20,8,8,4,12,1.3
No title,https://www.bbcgoodfood.com/recipes/little-gem-griddled-courgette-feta-shake-up-salad,Little Gem lettuce,1,cut into wedges then halved into chunks,385,33,20,8,8,4,12,1.3
No title,https://www.bbcgoodfood.com/recipes/spicy-cucumber-watermelon-salad,dried flat rice noodles,100g,,424,15,3,59,23,4,11,1.5
No title,https://www.bbcgoodfood.com/recipes/spicy-cucumber-watermelon-salad,lime,1,juiced,424,15,3,59,23,4,11,1.5
No title,https://www.bbcgoodfood.com/recipes/spicy-cucumber-watermelon-salad,shallot,1,finely chopped,424,15,3,59,23,4,11,1.5
No title,https://www.bbcgoodfood.com/recipes/spicy-cucumber-watermelon-salad,red chilli,1 small,deseeded if you prefer less heat and finely chopped,424,15,3,59,23,4,11,1.5
No title,https://www.bbcgoodfood.com/recipes/spicy-cucumber-watermelon-salad,soy sauce,1 tbsp,,424,15,3,59,23,4,11,1.5
No title,https://www.bbcgoodfood.com/recipes/spicy-cucumber-watermelon-salad,crispy chilli oil,½ tbsp,,424,15,3,59,23,4,11,1.5
No title,https://www.bbcgoodfood.com/recipes/spicy-cucumber-watermelon-salad,sesame oil,½ tbsp,,424,15,3,59,23,4,11,1.5
No title,https://www.bbcgoodfood.com/recipes/spicy-cucumber-watermelon-salad,sugar,pinch of,,424,15,3,59,23,4,11,1.5
No title,https://www.bbcgoodfood.com/recipes/spicy-cucumber-watermelon-salad,cucumber,1 whole,cut in half and deseeded,424,15,3,59,23,4,11,1.5
No title,https://www.bbcgoodfood.com/recipes/spicy-cucumber-watermelon-salad,watermelon,½ small,"skin and seeds removed, 500g flesh cut into chunks",424,15,3,59,23,4,11,1.5
No title,https://www.bbcgoodfood.com/recipes/spicy-cucumber-watermelon-salad,mint,small handful of,leaves picked and finely chopped,424,15,3,59,23,4,11,1.5
No title,https://www.bbcgoodfood.com/recipes/spicy-cucumber-watermelon-salad,roasted peanuts,25g,roughly chopped,424,15,3,59,23,4,11,1.5
No title,https://www.bbcgoodfood.com/recipes/vermicelli-noodle-beef-salad,dried vermicelli noodles,100g,,583,20,5,66,25,7,32,4.2
No title,https://www.bbcgoodfood.com/recipes/vermicelli-noodle-beef-salad,cucumber,½,halved and sliced,583,20,5,66,25,7,32,4.2
No title,https://www.bbcgoodfood.com/recipes/vermicelli-noodle-beef-salad,cherry tomatoes,200g,halved,583,20,5,66,25,7,32,4.2
No title,https://www.bbcgoodfood.com/recipes/vermicelli-noodle-beef-salad,mint leaves,small handful of,finely chopped,583,20,5,66,25,7,32,4.2
No title,https://www.bbcgoodfood.com/recipes/vermicelli-noodle-beef-salad,carrot,1,finely shredded or grated,583,20,5,66,25,7,32,4.2
No title,https://www.bbcgoodfood.com/recipes/vermicelli-noodle-beef-salad,leftover beef,200g-300g,"(see recipe below), finely chopped",583,20,5,66,25,7,32,4.2
No title,https://www.bbcgoodfood.com/recipes/vermicelli-noodle-beef-salad,leftover spicy greens,handful of,(see recipe below),583,20,5,66,25,7,32,4.2
No title,https://www.bbcgoodfood.com/recipes/prawn-sugar-snap-pea-feta-salad,sugar snap peas,100g,,592,32,8,46,10,4,25,3.1
No title,https://www.bbcgoodfood.com/recipes/prawn-sugar-snap-pea-feta-salad,lemon,½,zested and juiced,592,32,8,46,10,4,25,3.1
No title,https://www.bbcgoodfood.com/recipes/prawn-sugar-snap-pea-feta-salad,Dijon mustard,2 tsp,,592,32,8,46,10,4,25,3.1
No title,https://www.bbcgoodfood.com/recipes/prawn-sugar-snap-pea-feta-salad,honey,1 tsp,,592,32,8,46,10,4,25,3.1
No title,https://www.bbcgoodfood.com/recipes/prawn-sugar-snap-pea-feta-salad,olive oil,2 tbsp,,592,32,8,46,10,4,25,3.1
No title,https://www.bbcgoodfood.com/recipes/prawn-sugar-snap-pea-feta-salad,parsley,small handful of,roughly chopped,592,32,8,46,10,4,25,3.1
No title,https://www.bbcgoodfood.com/recipes/prawn-sugar-snap-pea-feta-salad,rocket leaves,60g,,592,32,8,46,10,4,25,3.1
No title,https://www.bbcgoodfood.com/recipes/prawn-sugar-snap-pea-feta-salad,feta,50g,crumbled,592,32,8,46,10,4,25,3.1
No title,https://www.bbcgoodfood.com/recipes/prawn-sugar-snap-pea-feta-salad,leftover rice with prawns,450g,(see recipe below),592,32,8,46,10,4,25,3.1
No title,https://www.bbcgoodfood.com/recipes/prawn-sugar-snap-pea-feta-salad,toasted flaked almonds,25g,,592,32,8,46,10,4,25,3.1
No title,https://www.bbcgoodfood.com/recipes/tuna-salad-sandwich,tuna,145g can,"(sunflower oil, olive oil or spring water are all fine), drained if needed",474,23,3,42,4,8,21,1.55
No title,https://www.bbcgoodfood.com/recipes/tuna-salad-sandwich,celery,½ stick of,"peeled, and finely diced",474,23,3,42,4,8,21,1.55
No title,https://www.bbcgoodfood.com/recipes/tuna-salad-sandwich,red onion,½ small,finely diced,474,23,3,42,4,8,21,1.55
No title,https://www.bbcgoodfood.com/recipes/tuna-salad-sandwich,mayonnaise,1 tbsp,,474,23,3,42,4,8,21,1.55
No title,https://www.bbcgoodfood.com/recipes/tuna-salad-sandwich,paprika,small pinch of,optional,474,23,3,42,4,8,21,1.55
No title,https://www.bbcgoodfood.com/recipes/pastrami-sandwich,rye bread,2 slices,,867,57,23,51,4,9,32,4.62
No title,https://www.bbcgoodfood.com/recipes/pastrami-sandwich,salted butter,,softened,867,57,23,51,4,9,32,4.62
No title,https://www.bbcgoodfood.com/recipes/pastrami-sandwich,mayonnaise,2 tbsp,,867,57,23,51,4,9,32,4.62
No title,https://www.bbcgoodfood.com/recipes/pastrami-sandwich,American mustard,1 tbsp,,867,57,23,51,4,9,32,4.62
No title,https://www.bbcgoodfood.com/recipes/pastrami-sandwich,pastrami,4 slices,,867,57,23,51,4,9,32,4.62
No title,https://www.bbcgoodfood.com/recipes/pastrami-sandwich,swiss cheese,2 slices,,867,57,23,51,4,9,32,4.62
No title,https://www.bbcgoodfood.com/recipes/pastrami-sandwich,sauerkraut,3 tbsp,drained,867,57,23,51,4,9,32,4.62
No title,https://www.bbcgoodfood.com/recipes/pastrami-sandwich,Little Gem,3,leaves separated,867,57,23,51,4,9,32,4.62
No title,https://www.bbcgoodfood.com/recipes/pastrami-sandwich,cornichons,a few,to serve,867,57,23,51,4,9,32,4.62
No title,https://www.bbcgoodfood.com/recipes/chicken-rice-bowl,cooked rice,250g,,776,36,7,72,23,9,35,0.6
No title,https://www.bbcgoodfood.com/recipes/chicken-rice-bowl,leftover garlic & parmesan breaded chicken breast,1,sliced (see recipe below),776,36,7,72,23,9,35,0.6
No title,https://www.bbcgoodfood.com/recipes/chicken-rice-bowl,lime,1,juiced,776,36,7,72,23,9,35,0.6
No title,https://www.bbcgoodfood.com/recipes/chicken-rice-bowl,honey,1 tbsp,,776,36,7,72,23,9,35,0.6
No title,https://www.bbcgoodfood.com/recipes/chicken-rice-bowl,parsley,10g soft herbs such as,"or coriander, roughly chopped",776,36,7,72,23,9,35,0.6
No title,https://www.bbcgoodfood.com/recipes/chicken-rice-bowl,garlic granules,1 tsp,,776,36,7,72,23,9,35,0.6
No title,https://www.bbcgoodfood.com/recipes/chicken-rice-bowl,olive oil,3 tbsp,,776,36,7,72,23,9,35,0.6
No title,https://www.bbcgoodfood.com/recipes/chicken-rice-bowl,sweetcorn,100g can of,drained,776,36,7,72,23,9,35,0.6
No title,https://www.bbcgoodfood.com/recipes/chicken-rice-bowl,pepper,1,roughly chopped,776,36,7,72,23,9,35,0.6
No title,https://www.bbcgoodfood.com/recipes/chicken-rice-bowl,avocado,1,peeled and chopped,776,36,7,72,23,9,35,0.6
No title,https://www.bbcgoodfood.com/recipes/chicken-rice-bowl,cherry tomatoes,150g,halved,776,36,7,72,23,9,35,0.6
No title,https://www.bbcgoodfood.com/recipes/chicken-rice-bowl,giardiniera,75g leftover,roughly chopped (see recipe below),776,36,7,72,23,9,35,0.6
No title,https://www.bbcgoodfood.com/recipes/spicy-bean-avocado-quesadillas,red onion,1 small,halved and thinly sliced,494,19,3,55,8,17,18,0.7
No title,https://www.bbcgoodfood.com/recipes/spicy-bean-avocado-quesadillas,lime,1,"½ juiced, ½ cut into wedges to serve",494,19,3,55,8,17,18,0.7
No title,https://www.bbcgoodfood.com/recipes/spicy-bean-avocado-quesadillas,rapeseed oil,½ tbsp,plus a drop,494,19,3,55,8,17,18,0.7
No title,https://www.bbcgoodfood.com/recipes/spicy-bean-avocado-quesadillas,garlic clove,1 large,finely grated,494,19,3,55,8,17,18,0.7
